	summarized	lineages	abundances	resid	coverage
4.26.23.PLAPR23.R2__NA__NA__230502_WW__00X.tsv	[('Omicron', 0.9706653111641713)]	XBB.1.5.20 XBB.1.16.1 XBB.1.16 XBB.1.9 XBB.1.5.28 XBB.1.30 XBB.1.5.49 XBB.1.5.13 XBB.1.5.42 XBB.1.5.35 XBB.2.3.2 XBB.1.5.15 XBB.1.5.18 XBB.1.22.2 XBB.1.5.1 XBB.1.5.37 XBB.1 EK.2.1 XBB.1.5.14 XBB.1.5.19 FL.2 XBB.2.3.6 XBB.1.5.48 XBB.1.5.10 FT.1 XBB.1.5.47 XBB.1.5.50 EG.5 XBB.1.5.11 FL.1 XBB.1.5.31 XBB.3.3 XBB.1.5.26 FE.1 XBB.1.5.17 XBB.1.5.27 XBB.1.9.4 XBB.1.24 BF.7.17 XBB.1.5.44 BA.2.10.4 FL.2.1 CA.6 XBB.1.11 XBB.1.5.46 FH.1 XBB.1.17	0.14072412 0.12687973 0.12618900 0.06333783 0.05766598 0.05268812 0.04787230 0.04701799 0.04081630 0.02695976 0.02491010 0.02463915 0.02368870 0.02035545 0.01923080 0.01807230 0.01414658 0.01388890 0.01264258 0.00891473 0.00766975 0.00623939 0.00445434 0.00414938 0.00270270 0.00235849 0.00208610 0.00200265 0.00197810 0.00186960 0.00186220 0.00182066 0.00178208 0.00175901 0.00168637 0.00165929 0.00156372 0.00156138 0.00152057 0.00136806 0.00134244 0.00125865 0.00115596 0.00111421 0.00102923 0.00102564 0.00100492	10.34223289872601	94.39186703675216
4.19.23.SBAPR16.R2__NA__NA__230502_WW__00X.tsv	[('Omicron', 0.9907137360048219), ('Other', 0.0023814740002021323)]	XBB.1.5.20 XBB.1.5.35 XBB.1.5.52 XBB.1.16 XBB.1.9.4 XBB.1.30 XBB.1.18.1 XBB.1.36 XBB.1.5.11 XBB.1.4.1 XBB.1.17 XBB.1.5.39 XBB.1.5.46 B.11 B.1.1.198	0.52009312 0.20810500 0.12855000 0.06364750 0.05003476 0.00534402 0.00281690 0.00249852 0.00208768 0.00206186 0.00185099 0.00182482 0.00179856 0.00123138 0.00115009	7.638072114084649	85.85426211416915
4.27.23.ENCAPR20.R2__NA__NA__230502_WW__00X.tsv	[('Omicron', 0.9637034342907423), ('Other', 0.001838240004171084)]	XBB.1.5.20 XBB.1.5.19 XBB.1.16.1 XBB.1.5.49 XBB.1.5.1 XBB.1.9.1 XBB.1.16 XBB.1.5.26 FL.3 XBB.2.3 XBB.1.5.10 XBB.1.5.37 XBB.1.5.31 XBB.1.5.24 XBB.1.5.39 FL.1 XBB.1.5.32 XBN XBB.1.19.1 FE.1 XBB.1.5.35 XBB.1.15 XBB.1.36 XBB.1.24 XBB.3.1	0.29078120 0.26099900 0.14615691 0.06451610 0.04766380 0.03063552 0.03040590 0.02779550 0.02717390 0.01152365 0.00314794 0.00312500 0.00244698 0.00212572 0.00204195 0.00191205 0.00187970 0.00183824 0.00168161 0.00165975 0.00135069 0.00127714 0.00116869 0.00115540 0.00107934	12.106321337730042	96.1609203089991
4.27.23.ENCAPR25.R1__NA__NA__230502_WW__00X.tsv	[('Omicron', 0.9198285398854623), ('Other', 0.021717616940641785)]	XBB.1.5.33 XBB.1.5.20 XBB.1.5.49 XBB.1.5.24 XBB.1.16 XBB.1.5.15 XBB.1.30 XBB.1.5.35 XBB.1.16.1 XBB.1.9.1 XBB.1.27 XBB.1.5.23 XBB.1.5.13 XBL.2 BA.2.68 XBB.1.5.37 B.11 BA.2.66 N.7 XBB.1.5.31 B.1.187 B.58 XBB.1.14 XBB.1.5.1 AP.1 XBB.1.11 B.1.1.284 B.1.1.480 XBB.1.5.48 XBB.1.22 B.1.1.408 B.1.1.225 XBB.1.4.1 C.31 XBB.1.5.11 B.1.1.101 B.1.128 B.1.1.141 BA.2.48	0.35819800 0.28911339 0.08928570 0.05229075 0.03168080 0.02179106 0.01991190 0.01137509 0.01009980 0.00514968 0.00478469 0.00346771 0.00298926 0.00291333 0.00280899 0.00228833 0.00220672 0.00211864 0.00209644 0.00173461 0.00173273 0.00172340 0.00172117 0.00169109 0.00168919 0.00145458 0.00135808 0.00134590 0.00133333 0.00130893 0.00118527 0.00115192 0.00110681 0.00109497 0.00107846 0.00107759 0.00107631 0.00106577 0.00104577	22.888450254804912	93.1411564057118
4.28.23.PLAPR25.R2__NA__NA__230502_WW__00X.tsv	[('Omicron', 0.9742084098610412)]	XBB.1.5.20 XBB.1.5.10 FL.2 XBB.1.5.11 FL.2.1 XBB.1.5.27 XBB.1.9.2 XBB.1.16 XBB.1.16.1 XBB.1.5.36 XBB.1.5.15 XBB.1.9 XBB.2.3.2 XBB.1.5.48 XBB.2.3.5 XBB.1.5.33 XBB.1.5.17 XBB.1.9.4 DV.2 XBB.1.5.42 EG.5 XBB.1.5.37 XBB.1.30 XBB.1.22.2 XBB.1.17.1 FE.1 DV.4 FG.2 XBB.1.5.16 XBB.1.5.19 XBB.1.5.51 XBB.1.5.39 XBB.1.5.26 XBB.1.5.31 XBB.1.34 XBB.1.5.29 FU.1 EK.2 XBB.1.5.35 XBB.1.5.50 BN.1.3.10 EL.1 FL.1 XBB.1.5.32	0.29624039 0.12110980 0.07083230 0.05200770 0.04775770 0.04198800 0.04021077 0.03030088 0.02923782 0.02509410 0.02388329 0.02260193 0.02083915 0.02049530 0.01751410 0.01306210 0.01261147 0.01231400 0.00800000 0.00796263 0.00776915 0.00546448 0.00432303 0.00395775 0.00315054 0.00273623 0.00270798 0.00268741 0.00268741 0.00260266 0.00258721 0.00238068 0.00237812 0.00221076 0.00191022 0.00145041 0.00134318 0.00123031 0.00121640 0.00120458 0.00105368 0.00103991 0.00103040 0.00102249	11.100718648842378	94.10761462060663
4.26.23.SBAPR20.R1__NA__NA__230502_WW__00X.tsv	[('Omicron', 0.980845124986185), ('Other', 0.0014560800000048492)]	XBB.1.28 XBB.1.5.28 XBB.1.5.20 XBB.1.5.13 EG.2 XBB.1.5.40 XBB.1.5 XBB.1.9.2 XBB.1.5.49 XBB.1.30 XBB.2.1 XBB.1.34 XBB.1.24 XBB.1.5.34 XBB.1.5.35 XBB.1.5.19 EK.3 XBB.1.5.6 XBB.1.5.11 XBB.1.9.4 XBB.1.17 XBB.1.5.1 XBB.1.5.50 EG.5 B.58 XBB.3.2 XBB.1.5.24 XBB.1.25 XBB.1.11.1 XBB.1.5.26 FT.1 XBB.1.5.51	0.27972734 0.15854795 0.14300868 0.14270566 0.07706811 0.05861577 0.03245653 0.02668751 0.01612900 0.00505192 0.00457218 0.00389552 0.00324756 0.00250000 0.00233699 0.00187441 0.00183824 0.00180723 0.00177525 0.00171233 0.00170184 0.00170068 0.00156250 0.00147820 0.00145608 0.00140203 0.00137552 0.00127389 0.00123773 0.00119119 0.00118571 0.00117766	9.260226555834073	93.06424104604889
4.20.23.ENCAPR18.R1__NA__NA__230502_WW__00X.tsv	[('Other', 0.9998249908448203)]	B.1.137 B.1.391 B.1.179 B.1.1.426 B.1.1.286 C.8 B.1.1.329	0.33716733 0.33333300 0.30818728 0.00986842 0.00622084 0.00363967 0.00140845	1.857638413480534	9.597699227502257
4.26.23.SBAPR18.R2__NA__NA__230502_WW__00X.tsv	[('Omicron', 0.97987214898102), ('Other', 0.0012709899945698255)]	XBB.1.5 XBB.1.5.20 XBB.1.5.23 XBB.1.16 XBB.1.5.16 XBB.1.5.37 XBB.1.5.26 XBB.1.5.11 XBB.1.5.35 XBB.1.5.19 BQ.1.1.50 XBB.1.5.1 XBB.1.34 FL.1 XBB.1.18.1 XJ FL.5 B.1.128 BA.2.10.4 XBB.1.11.1 XBB.1.5.39 XBB.1.5.6	0.44818827 0.44561652 0.03558990 0.01097560 0.00766009 0.00427350 0.00311688 0.00293053 0.00290879 0.00220751 0.00205620 0.00199601 0.00179197 0.00152614 0.00141976 0.00141945 0.00135685 0.00127099 0.00126422 0.00125707 0.00118906 0.00112782	9.318387793559396	94.35173728388456
4.19.23.SBAPR09.R2__NA__NA__230502_WW__00X.tsv	[('Omicron', 0.9177854860312089), ('Other', 0.03169223399996889)]	XBB.1.5.20 XBB.1.5.15 XBB.1.5.28 XBB.1 XBB.1.5.32 XBB.1.16 XCC EG.4 BA.2.1 FL.1 BA.2.11 XBB.1.5.10 XBB.1.5.39 XBB.1.17.1 XBB.1.27 XBB.1.5.35 XBB.1.5.26 XAD XBB.1.5.42 BA.2.53 XBB.1.5.27 BQ.1.1.50 FG.3 XBB.1.5.11 XBB.1.24 XBB.1.30 XBB.1.34 BA.2.45 XBU BA.2.47 XBB.1.5.50 FU.1 XBB.2.3.6 EK.2.1 CH.1.1.15 XBL.2 BA.2.25.1	0.47234889 0.09130230 0.07637036 0.06140482 0.06036930 0.03970880 0.03065569 0.02340264 0.02275230 0.00792602 0.00773096 0.00484262 0.00478060 0.00429185 0.00355240 0.00311243 0.00273651 0.00273266 0.00261438 0.00260017 0.00235405 0.00190840 0.00176678 0.00171772 0.00170068 0.00153696 0.00148976 0.00147203 0.00137174 0.00131752 0.00119780 0.00116394 0.00108578 0.00106659 0.00104767 0.00103654 0.00100806	13.049369755132977	97.28455338929204
4.19.23.PLAPR16.R2__NA__NA__230502_WW__00X.tsv	[('Omicron', 0.9571056754445296), ('Other', 0.0010607140211931227)]	XBB.1.5.20 XBB.1.5.15 XBB.1.5.30 XBB.1.5 XBB.1.5.49 XBB.1.5.2 XBB.1.16 XBB.1.9 XBB.1.5.35 XBB.1.5.43 XBB.1.5.27 XBB.1.9.1 XBB.1.5.51 XBB.1.5.11 XBB.1.5.23 XBB.2.3.4 XBB.1.22.2 XBB.1.30 XBB.1.16.1 FL.3 XBB.1.5.31 XBB.1.5.10 XBB.1.5.50 XBB.1.5.36 XBB.1.5.19 DV.4 EK.3 XBB.1.5.21 XBB.1.5.37 XBB.7 EK.2 FE.1 FH.1 XBB.1.34 FL.4 XBB.1.5.42 XBB.1.5.18 XBB.1.17 XBB.3.1 XBB.1.5.1 XBB.1.12 FL.1 XBB.2.3.7 XBB.1.5.9 XCA DV.2 XBB.3.3 XBB.1.5.44 XBB.1.32 FU.1 XBB.6.1 XBB.1.15 XBB.1.11.1 EK.1 XBB.1.5.17 XBB.2.3.6 XBB.1.5.52 XBB.1.5.6 XBB.2.3.1 XBL.2 BM.6 FT.1	0.21837950 0.07305999 0.05797188 0.05797188 0.05205050 0.04867609 0.04674689 0.04147352 0.03389754 0.02876870 0.02682620 0.02628401 0.02153479 0.01957990 0.01857300 0.01744985 0.01604883 0.01383601 0.01298668 0.01176470 0.01167530 0.00962123 0.00800854 0.00584795 0.00514953 0.00375355 0.00372024 0.00361011 0.00340136 0.00325521 0.00296296 0.00295346 0.00274019 0.00253353 0.00246761 0.00243907 0.00238474 0.00228621 0.00225106 0.00219888 0.00189737 0.00188687 0.00180054 0.00179211 0.00175816 0.00175336 0.00160562 0.00151515 0.00145560 0.00143862 0.00143742 0.00137489 0.00130319 0.00123178 0.00120026 0.00117151 0.00113218 0.00109119 0.00107759 0.00106071 0.00102380 0.00101729	10.0047680605023	95.60579206099723
