	summarized	lineages	abundances	resid	coverage
9.06.23.SBSEP05.R2__NA__NA__230911_WW__00X.tsv	[('Omicron', 0.9109698187831191), ('Other', 0.006759369999172667)]	EG.5.1.4 XBB.1.5.78 XBB.1.16 XBB.1.5.10 EG.2 XBB.1.16.19 FL.1.5.1 HV.1 XBB.1.5.81 HN.1 HZ.1 XBB.1.22.2 GJ.1.2 XBB.1.5.9 GK.3.1 FU.2 HY.1 EG.7 FL.1.5 XBB.1.5.89 GN.1.1 XBB.1.5.96 HW.1.1 XBB.1.5.76 EK.2.1 XBB.1.5.37 GB.2 GV.1 XBB.1.5.31 HA.2 FU.5 XBB.1.9.7 GG.1 FL.1.5.2 FL.2.3.1 XBB.1.5.35 XBB.1.5.77 FD.3 GE.1.2 HE.1 EG.4.2 FG.3 HK.9 XBB.1.5.87 GJ.4 XBB.1.16.24 FT.1 XBB.1.5.69 GW.1.1 HP.1.1 XBB.1.5.74 HU.2 XBB.1.16.7 XBL.1 HK.11 XBC.1.6.4 EG.11 HR.1 XBB.1.5.61 XCF.1 FY.2.1	0.23748072 0.11565000 0.10258215 0.08457664 0.05100672 0.04953612 0.03121740 0.02240336 0.02199672 0.01922120 0.01874940 0.01745268 0.01305870 0.01257860 0.01156954 0.00984805 0.00914813 0.00587012 0.00562641 0.00514037 0.00448733 0.00397725 0.00363391 0.00340584 0.00322609 0.00290592 0.00270056 0.00264126 0.00222505 0.00196712 0.00186155 0.00185229 0.00180472 0.00180423 0.00173010 0.00170216 0.00161474 0.00160330 0.00153072 0.00152400 0.00149031 0.00147384 0.00144509 0.00131337 0.00130162 0.00128464 0.00127368 0.00123762 0.00120987 0.00118765 0.00114425 0.00113679 0.00110521 0.00107793 0.00104011 0.00103761 0.00101768 0.00101338 0.00101087 0.00100992 0.00100660	13.774272952810666	99.03019763903288
7.12.23.SBJUL06.R2__NA__NA__230911_WW__00X.tsv	[('Omicron', 0.9484776368849204)]	FL.2.5 FL.2 HT.2 XBB.1.5.49 FL.4.8 XBB.2.3.11 XBB.2.3.7 XBB.1.9.1 FL.7 XBB.1.5.76 FL.6 XBB.1.5.13 XBB.1.5.81 XBB.1.5.78 GV.1 HT.1 FL.29 FL.1.5.2 FL.4.2 GS.4.1 FL.3.4 HZ.1 FL.30 FL.2.1 FL.8 FL.22 XBB.7 FL.9 FL.16 FL.26 HR.1 FL.18.1.1 FL.2.3.1 FL.4.4 FL.24 XBB.1.5.39 FT.3 GU.1 XBB.1.45.1 XBB.1.5.6 GE.1.2 FP.2.1.1 FL.11 FL.2.6 XBB.1.5.27 JE.1 XBB.1.9.6 XBB.1.5.19 XBB.1.5.61	0.30969300 0.12545699 0.11900446 0.11900446 0.10875671 0.04648876 0.02146400 0.01062641 0.01062641 0.00478360 0.00475122 0.00437604 0.00414241 0.00405093 0.00383325 0.00364520 0.00276333 0.00234042 0.00231897 0.00229008 0.00198974 0.00172414 0.00170843 0.00156454 0.00152705 0.00149645 0.00146099 0.00144853 0.00144217 0.00136426 0.00135962 0.00135135 0.00131970 0.00123686 0.00121625 0.00119011 0.00119011 0.00118128 0.00117028 0.00116891 0.00115704 0.00115698 0.00115473 0.00114991 0.00109920 0.00109036 0.00107181 0.00105625 0.00101394	10.570524801525378	96.9233856134836
9.06.23.ENCSEP05.R1__NA__NA__230911_WW__00X.tsv	[('Omicron', 0.9330536356390882)]	XBB.1.16.1 EG.5.1.3 EG.5.1.1 EG.5.1 FW.1 XBB.1.16.19 HN.1 HK.3 EG.6.1 EG.5.1.4 JF.1 FU.2 JA.1 FU.1 HK.6 FT.3.1 HF.1 HK.9 GK.1 EG.5 FL.20 EG.5.2.3 GK.3 HK.7 EG.4.2 EG.1.2 FE.1.1.4 XBB.1.5.78 EG.4 HF.1.1 GK.1.2 FU.5 XBB.1.5.76 XBB.1.37.1 XBB.1.27 FL.3.3 HK.11 EG.5.2.1 XBB.1.45.1 XBB.1.24.3 HH.1 XBB.2.3.7 FL.20.1 EG.7 FL.2.3.1 XBB.1.34.1 XBB.1.9.6 XBB.4.1 XBB.1.48 EG.9.1 FW.1.1 GJ.1.2.1 XBB.1.5.96 XBB.1.5.87 FL.4.5 HH.1.1 XBB.1.16.16 GE.1.2	0.08896831 0.08538058 0.07970381 0.06260902 0.06188818 0.05394520 0.05147490 0.04970036 0.04443160 0.04264768 0.03807178 0.03700769 0.03593063 0.02049070 0.01742660 0.01699360 0.01563843 0.01328550 0.01303401 0.00876762 0.00804234 0.00736089 0.00596172 0.00578794 0.00562347 0.00430384 0.00424328 0.00423382 0.00369881 0.00345423 0.00324751 0.00273131 0.00239137 0.00228964 0.00222124 0.00195336 0.00181488 0.00180730 0.00174286 0.00171005 0.00150379 0.00145955 0.00136612 0.00131082 0.00131062 0.00127243 0.00114323 0.00112247 0.00110988 0.00110375 0.00109383 0.00106844 0.00106227 0.00105883 0.00103356 0.00100667 0.00100629 0.00100504	12.268058081253127	97.43503996254556
9.05.23.PLJUL19.R1__NA__NA__230911_WW__00X.tsv	[('Omicron', 0.9117254688947178), ('Other', 0.0024671900003657345)]	XBB.1.5.72 XBB.1.16 XBB.1.5.27 EG.5.1.3 EG.2 EG.5.1 XBB.2.5 XBB.1.16.19 XBB.1.5.49 FL.1.5.1 EG.5.1.4 GJ.1.2 HZ.1 FU.1 XBB.1.42.1 HV.1 JA.1 XBB.1.5.88 HK.4 FD.1.1 EG.1.4 XBB.1.5.61 XBB.1.16.6 XBB.2.3.14 EG.1.3 FL.6 EG.5.1.1 FD.2 JF.1 JJ.1 FL.24 XBB.1.5.78 XBB.1.5.76 XBB.1.27 FU.5 HK.6 FL.22 XBB.1.16.13 GJ.1.1 XBB.1.16.24 FL.3.1 GV.1 FL.3.2 FL.8 GU.1 HL.1 FE.1.1.3 FL.29 XBB.1.16.8 FT.3.1 XBB.1.36 FL.3.4 EG.5.1.7 XBB.1.16.9 FL.26 GE.1.2 FL.2.2 XCF.1 GW.1.1 FL.4.5 FL.5 GP.3 GG.1 XBB.2.7 FY.2.1 FL.16 XBB.1.5.94 XBB.1.5.87 HZ.3 XCF HK.7 XBB.7 XBB.1.5.19 XBB.1.5.74	0.09671360 0.07067677 0.05480200 0.05443292 0.04483542 0.04309525 0.04232402 0.04007870 0.03936884 0.03926656 0.03877671 0.03406068 0.02446340 0.02286470 0.02159260 0.02040820 0.01894240 0.01761120 0.01213763 0.01174500 0.01158487 0.01120210 0.01058497 0.00994538 0.00899416 0.00723672 0.00617769 0.00602750 0.00558552 0.00443798 0.00430778 0.00403226 0.00375940 0.00351031 0.00335008 0.00310493 0.00308642 0.00255981 0.00254777 0.00246002 0.00243902 0.00233606 0.00232198 0.00215924 0.00214823 0.00199850 0.00190766 0.00190114 0.00170604 0.00164694 0.00163599 0.00162221 0.00161812 0.00159983 0.00159402 0.00156006 0.00141743 0.00137653 0.00133749 0.00132450 0.00125655 0.00124688 0.00123605 0.00119275 0.00115546 0.00114025 0.00113947 0.00113250 0.00112016 0.00109066 0.00108754 0.00104712 0.00100334 0.00100067	13.505935155377184	98.87302277363476
9.08.23.PLSEP05.R2__NA__NA__230911_WW__00X.tsv	[('Omicron', 0.9126666376317188), ('Other', 0.0057980199955473925)]	EG.5.1.1 EG.5.1.4 XBB.1.16.19 HN.1 JF.1 GJ.1.2 HV.1 HZ.1 GD.1 FU.2 XBB.1.16.11 XBB.1.5.1 GK.1.1 XBB.1.5.10 XBB.1.16.15 FL.1.5 FE.1 GY.5 EG.6.1 EG.7 JA.1 FD.1.1 GK.3 HK.11 XBB.1.16.9 FU.2.1 FL.2.1 XBB.1.16.16 GK.2 XBB.1.22.2 EG.5.1.6 FU.1 EG.5.1.3 FE.1.2 XBB.1.16.10 EG.2.5 HK.3.1 FL.20 FL.1.5.1 XBB.1.5.72 XBB.1.5.50 HK.4 XBB.1.16.20 XBB.1.5.35 HK.8 HK.5 HZ.2 XBB.1.5.71 HK.2 EG.10.1 FE.1.1.3 FT.3.1 GV.1 GE.1.1 FY.2.1 HF.1 XBB.1.5.17 EG.9.1 XBB.1.23 GE.1.2 XBB.1.37.1 FL.2.3.1 XBB.1.16.18 HK.6 XBL.1 XBB.1.9.4 HK.9 XBB.1.27 XBB.1.16.23 FL.1.5.2 FL.4.4 XCG XBB.1.16.24 HE.1 XBB.1.9.6 FE.1.1.4 FY.4.1.1 JC.1 XBB.1.45.1 EG.5.2.1 HK.7 EG.4.2 FL.24 XBB.1.47.1 FY.6 FY.3.2 FP.1 XBB.1.16.21 XBB.1.31 XCF XCF.1 EG.11 GW.1.1 FL.2.6 FR.1.3 GJ.1.1 FU.5 XBB.1.4.1 EK.3 XBB.1.31.2 XBB.1.5.11 HF.1.2 HZ.3 BA.2.75.8 XBB.1.5.87 JJ.1 HU.2 XBB.1.5.58 HT.1 CJ.1.3.1 XBB.1.22.3	0.20174370 0.09011078 0.04974810 0.03743590 0.03561662 0.03460986 0.03415471 0.02408120 0.01999750 0.01950033 0.01711664 0.01631506 0.01323675 0.01250174 0.01249640 0.01162553 0.01124590 0.01075444 0.00965742 0.00875837 0.00868116 0.00829074 0.00814365 0.00739788 0.00703934 0.00676819 0.00659319 0.00617312 0.00589501 0.00584819 0.00584529 0.00578180 0.00560832 0.00523218 0.00478963 0.00468345 0.00464322 0.00456618 0.00386670 0.00380654 0.00365553 0.00348585 0.00348432 0.00344843 0.00341169 0.00337973 0.00324267 0.00316579 0.00308801 0.00293179 0.00289658 0.00284910 0.00280576 0.00255688 0.00248799 0.00246777 0.00225307 0.00221719 0.00220446 0.00211303 0.00199115 0.00193299 0.00192094 0.00189210 0.00180331 0.00174911 0.00174405 0.00173177 0.00171955 0.00166030 0.00164207 0.00156933 0.00156180 0.00154149 0.00154020 0.00153365 0.00150820 0.00150105 0.00144569 0.00144326 0.00141776 0.00141315 0.00133191 0.00128617 0.00127927 0.00126279 0.00125144 0.00123916 0.00122258 0.00121503 0.00121035 0.00119430 0.00118577 0.00117808 0.00117255 0.00117130 0.00116790 0.00115786 0.00115500 0.00114416 0.00113746 0.00113723 0.00113603 0.00113218 0.00109356 0.00108604 0.00106019 0.00103341 0.00102642 0.00102455 0.00100269	12.357867637747262	98.37808915493429
9.08.23.PLSEP06.R1__NA__NA__230911_WW__00X.tsv	[('Omicron', 0.9321908064465115), ('Other', 0.002940535462591482)]	EG.5.1.4 JF.1 EG.5.1.1 HK.9 HV.1 HZ.1 FL.1.5.1 XBB.1.16.19 GJ.1.2 XBB.1.16.21 EG.2 GK.1.1 XBB.2.3.11 GK.3 GE.1 HN.1 XBB.1.5.72 HL.2 HK.7 HF.1 EG.5.1.3 EG.1.6 GY.3 HK.6 HK.2 JC.1 EG.4.2 XBB.1.16.18 XBB.1.16.15 GY.8 HY.1 GY.4 EG.6.1 XBB.1.5.88 XBB.1.16.17 XBB.1.5.78 EG.1.2 XBB.1.5.49 HH.2 XBB.1.16.4 XBB.1.5.76 GV.1 XBB.1.16.16 XBB.1.37.1 XCF.1 EG.4 FL.20 FL.4.5 GE.1.3 XBB.1.5.94 XBB.1.5.105 FT.3.1.1 FE.1.1.3 FL.1.2 FL.1.5.2 HF.1.2 XBB.1.16.10 FY.2.1 FL.2.3.1 GS.4 GB.2 EG.1.1 XBB.1.5.85 XBB.1.5.19 HF.1.1 GG.1 EK.1 XBB.1.16.24 XBB.1.34.1 HR.1 FU.5 FL.18.1.1 GE.1.2 XBB.1.5.6 FL.2.6 GS.3 EG.5.1.7 HE.1 HU.1.1 FE.1.1.4 GW.1.1 GY.6 HP.1.1 XBB.1.45.1 FL.10.1 XBB.1.5.57 GJ.4 FL.20.1 EU.1.1.3 FL.17.1 JB.2 XBB.1.5.27	0.17468280 0.08623827 0.08322248 0.07229240 0.04325831 0.03761131 0.03433960 0.03078170 0.02344691 0.02113720 0.01977027 0.01972386 0.01829236 0.01682782 0.01369736 0.01270100 0.01258600 0.00968153 0.00754855 0.00709283 0.00698080 0.00684483 0.00661813 0.00641073 0.00635593 0.00587251 0.00581959 0.00565217 0.00556767 0.00540910 0.00519969 0.00510307 0.00460104 0.00459310 0.00406752 0.00372127 0.00354035 0.00348907 0.00347664 0.00336649 0.00323714 0.00316206 0.00316062 0.00305973 0.00294054 0.00281464 0.00257042 0.00247221 0.00241849 0.00194890 0.00192086 0.00192082 0.00190210 0.00189990 0.00177740 0.00175671 0.00171978 0.00167459 0.00160535 0.00160040 0.00156576 0.00152439 0.00150886 0.00150859 0.00149950 0.00147497 0.00146940 0.00144500 0.00143292 0.00141875 0.00139756 0.00139185 0.00139159 0.00136969 0.00136761 0.00135089 0.00128742 0.00126143 0.00125786 0.00124844 0.00124611 0.00124301 0.00122183 0.00122022 0.00118734 0.00115848 0.00113843 0.00111919 0.00110078 0.00106769 0.00105070 0.00102015	11.897242342967917	98.42490719994649
7.12.23.SBJUL09.R2__NA__NA__230911_WW__00X.tsv	[('Omicron', 0.9311597741827001), ('Other', 0.0013245000002368103)]	XBB.1.9.1 FL.4 FL.2 XBB.1.16.6 XBB.1.16.19 FL.2.5 EG.5.1.4 XBB.1.5.1 XBB.1.16.12 XBB.1.5.59 FD.1.1 JF.1 FL.25 XBB.1.5.80 FL.6 XBB.1.5.76 XBB.1.16 XBB.1.5.47 XBB.1.16.14 FL.29 XBB.1.16.16 FL.20.1 FT.1 FL.4.4 XBB.1.16.18 FL.8 FE.1.1.4 XBB.1.5.35 XBB.1.16.7 FY.6 FY.3.2 XBB.2.3.2 XBB.2.3.9 HL.1 FL.2.3 FL.21.1 HK.6 FL.1.5.2 EG.5.2.3 XBB.1.16.15 XBB.1.16.24 HT.1 XBB.2.3.10 FL.18 FL.26 HA.2 GJ.4 JJ.1 GW.1.1 FU.5 XBB.1.5.31 FL.24 FY.2.1 FL.10.1 FU.1 XCH XBB.1.24.3 XBB.1.16.13 XBB.1.5.6 XBB.1.16.21 EG.9.1 XBB.1.5.10 FL.3.3 FL.22 FL.2.1 XBB.1.5.14 XBB.1.16.9 FY.4.1.1 XBB.1.5.72	0.16957286 0.11933184 0.10714904 0.07013141 0.05176770 0.04736840 0.04718479 0.04506920 0.04158166 0.02796988 0.02651520 0.02113239 0.02063711 0.01582160 0.00976909 0.00971808 0.00882039 0.00694884 0.00329023 0.00314607 0.00250512 0.00228571 0.00223822 0.00223146 0.00215517 0.00213480 0.00210231 0.00209475 0.00205465 0.00201769 0.00200376 0.00190874 0.00188324 0.00185460 0.00184957 0.00182815 0.00182774 0.00177928 0.00174226 0.00172622 0.00168559 0.00163826 0.00163387 0.00161728 0.00157978 0.00156845 0.00152114 0.00150830 0.00149992 0.00146306 0.00146306 0.00138439 0.00135368 0.00134650 0.00133185 0.00132450 0.00131536 0.00131119 0.00128995 0.00128617 0.00120664 0.00119178 0.00117111 0.00113550 0.00113443 0.00112386 0.00111111 0.00110122 0.00103708	13.025411809645714	97.6557536033174
7.14.23.PLJUL11.R1__NA__NA__230911_WW__00X.tsv	[('Omicron', 0.8938254633054714), ('Other', 0.003612529333006308)]	EG.5.1.1 XBB.1.5.70 XBB.1.5.17 XBB.1.16.19 XBB.1.5.5 XBB.1.5.28 XBB.1.16.1 FU.2 FU.1 EG.2 EG.1 XBB.1.42.1 XBB.1.5.10 HN.1 XBB.1.5.65 XBB.1.5.72 XBB.2.3.6 XBB.1.16.18 JE.1 EG.4 FY.4.1.2 GY.8 XBB.1.9.3 GN.1.1 EG.5.2 GV.1 FL.15 FL.1.5.1 GE.1.3 XBB.1.5.63 FY.2 FT.3.1 XBB.1.5.96 FD.2 XBB.1.5.15 XBB.2.3.11 XBB.1.16.16 CH.1.1.24 HP.1.1 XBB.1.5.76 XBB.1.16.8 XBB.1.5.78 EG.5.1.3 HT.1 GY.1 GE.1 HK.11 FU.5 XBB.1.16.9 FL.4.5 GK.1.2 HK.6 XBB.1.5.34 CJ.1.1 XBB.1.16.13 XCH HK.3.1 EL.1 GE.1.2 XCF.1 FU.2.1 FL.1.5.2 XBK.1 XBB.1.16.5 XBB.1.5.87 FZ.2 FE.1.1.3 XBB.1.5.11 FE.1.1.4 FL.2.3.1 XBB.1.5.19 FL.2.2 GG.1 FD.3 HR.1 XBB.1.5.93 XBB.1.5.35 GJ.3 CH.1.1.2 FU.3 HS.1.1 GS.4.1 XBB.1.45.1 XBB.1.16.24 FY.2.1 XBB.1.5.61 XBB.1.16.10 HU.2 FG.3 FL.2.6 GC.1 FL.4.6 FL.20 GW.1.1 FY.4.2 GM.1	0.05316044 0.04410764 0.03868795 0.03516082 0.03425040 0.03231426 0.03135003 0.03035528 0.02874220 0.02868869 0.02787574 0.02731099 0.02653231 0.02552500 0.02435950 0.02400140 0.02257191 0.01882950 0.01820322 0.01801590 0.01791250 0.01762250 0.01643940 0.01428474 0.01198814 0.01189020 0.01184200 0.01132860 0.01130480 0.01034257 0.01007455 0.00999637 0.00995611 0.00799822 0.00706538 0.00560241 0.00547967 0.00520325 0.00463499 0.00449677 0.00441750 0.00431034 0.00398914 0.00346407 0.00342176 0.00338237 0.00310638 0.00308862 0.00306122 0.00272556 0.00255636 0.00225908 0.00218341 0.00214201 0.00214059 0.00196894 0.00169919 0.00168919 0.00164643 0.00164358 0.00164020 0.00158721 0.00154691 0.00152273 0.00151134 0.00149180 0.00149059 0.00147265 0.00146729 0.00143885 0.00142638 0.00140698 0.00139125 0.00137363 0.00136372 0.00133689 0.00132612 0.00132026 0.00130133 0.00129465 0.00126263 0.00121753 0.00121028 0.00120938 0.00120365 0.00119005 0.00117612 0.00115667 0.00114273 0.00113010 0.00112233 0.00110742 0.00108229 0.00106421 0.00104528 0.00100442	13.443694833371254	98.28110891883757
9.06.23.PLSEP04.R2__NA__NA__230911_WW__00X.tsv	[('Omicron', 0.9205069797441948), ('Other', 0.0036427155626059166)]	EG.5.1.1 EG.5.1.4 JF.1 HZ.1 HN.1 FL.1.5 XBB.1.16.19 EG.5.1.6 GJ.1.2 EG.6.1 XBB.1.5.72 HK.1 HV.1 XBB.1.16.21 FU.1 JE.1 EG.2 XBB.1.5.6 XBB.1.16.18 FL.2.4 FL.1.5.1 HK.9 FY.2.1 XBB.1.23 XBB.1.16.15 FL.6 HU.1.1 GK.3 XBB.1.5.88 XBB.1.16.7 FT.3 XBB.1.5.39 EG.5 HK.3.1 XBB.1.27 XBB.1.16.8 EK.4 HU.1 XBB.1.16.20 FL.2.3.1 XCH.1 XBB.1.42.2 XBB.1.5.76 FL.22 FL.29 HK.6 FL.4.2 FL.4.10 FU.4 EG.5.2.1 JC.1 FD.2 FL.4.8 XBB.1.24.3 FL.1.5.2 CH.1.1.24 XBB.1.17 XBB.1.16.9 XBB.1.36 XBB.2.10 XBB.1.16.16 GK.1.2 XBB.1.5.50 GK.1.1 HL.1 HC.2 HF.1.1 FL.8 XBB.2.1 GY.8 EG.7 XBB.1.16.10 XBB.1.31 XBB.1.9.6 GS.1 FE.1.1.4 GM.1 EG.11 GG.1 FU.5 XBB.1.5.44 EG.10.1 GN.3 FL.2.6 XAU EG.5.2.3 FL.4.4 HT.1 GJ.1.1 EK.2.1 FD.1.1 JJ.1 XBB.1.12.1 FL.10.1 GE.1.2 XBB.1.5.105 XBB.1.9.7 GJ.4 CJ.1.3.1 EG.5.1.7 FY.6 FW.3 HK.11 XBB.1.5.65	0.13698877 0.09159715 0.06034009 0.06011533 0.05347900 0.04641623 0.04262120 0.04070911 0.02593129 0.02466826 0.02420330 0.01710072 0.01533674 0.01207060 0.01181415 0.01129491 0.01017359 0.00848826 0.00781355 0.00744570 0.00733390 0.00685371 0.00591575 0.00580507 0.00539183 0.00536228 0.00524559 0.00523369 0.00496298 0.00488224 0.00471745 0.00471745 0.00470825 0.00468736 0.00441362 0.00435892 0.00422506 0.00414341 0.00405388 0.00394981 0.00364272 0.00350008 0.00327972 0.00316874 0.00310862 0.00289129 0.00283713 0.00265405 0.00263371 0.00254228 0.00250384 0.00229861 0.00229115 0.00228280 0.00216466 0.00216025 0.00209149 0.00207297 0.00207140 0.00206016 0.00191748 0.00184812 0.00184540 0.00178610 0.00175345 0.00174723 0.00173933 0.00172816 0.00172625 0.00170116 0.00168487 0.00166560 0.00158228 0.00150696 0.00150679 0.00147710 0.00146889 0.00146751 0.00145669 0.00143459 0.00141317 0.00138244 0.00138168 0.00137300 0.00131748 0.00131521 0.00131503 0.00131387 0.00130947 0.00128628 0.00126086 0.00124252 0.00123762 0.00123344 0.00116632 0.00116444 0.00113845 0.00109625 0.00109238 0.00108696 0.00106258 0.00104368 0.00102454 0.00102217	12.640210154838218	98.06373942413805
9.06.23.ENCAUG30.R1__NA__NA__230911_WW__00X.tsv	[('Omicron', 0.7694440387128472), ('Other', 0.1556343570157836), ('Delta', 0.0012808199561570707)]	EG.5.1.4 XCL EG.6.1 HN.1 HK.11 FU.2 HV.1 GJ.1.2 XBB.1.16.19 XBB.1.16 XBB.1.16.1 HK.6 XBB.1.5.55 HY.1 EG.5.1.1 XBB.1.16.16 FT.3.1 XBB.1.5.72 XBB.1.5.80 XBB.1.5.96 XBB.1.5.26 HK.7 XBB.1.16.15 GK.3.1 FD.2 XBB.1.5.78 XBB.1.5.76 GY.5 FL.1.2 EG.5.1 FL.3.4 FD.3 FU.5 XBB.1.5.31 XBB.1.5.61 GS.1 GE.1.2 XBB.1.5.35 JD.1.1 XBB.1.16.11 GJ.1.1 XBB.1.5.94 FE.1.2 XBB.1.37.1 XBB.1.16.24 HA.2 XCF XBB.1.5.99 XBB.1.5.34 FL.24 HT.1 EK.3 XBB.1.5.14 EK.2.1 GJ.4 XBB.1.9.7 XBB.1.16.9 HR.1 AY.17 JJ.1 XBB.1.5.81 XBB.1.5.11 JC.1 XBB.1.5.92 GB.2 XBB.1.5.63 XBB.1.5.87 XBB.1.5.52 XBB.1.5.60 XBB.1.5.1 XBB.1.5.103 FP.2.1.1 FY.2.1 HP.1.1 XBB.1.5.9 XBB.1.5.64 FU.4 GM.1 GV.1 XBB.1.5.37	0.18083352 0.15396213 0.07115110 0.06097230 0.04378719 0.04026421 0.03937390 0.03863740 0.03179420 0.03057769 0.01770291 0.01541130 0.01415123 0.01338850 0.01155160 0.00906178 0.00731361 0.00725371 0.00707040 0.00651730 0.00645262 0.00592318 0.00555046 0.00481842 0.00479414 0.00466853 0.00333810 0.00328555 0.00312090 0.00298775 0.00294372 0.00291121 0.00275651 0.00253165 0.00253004 0.00252525 0.00245481 0.00242920 0.00232498 0.00222269 0.00216920 0.00215475 0.00212164 0.00201823 0.00197232 0.00167392 0.00167223 0.00161790 0.00159574 0.00155873 0.00151937 0.00147929 0.00147289 0.00142857 0.00140969 0.00139567 0.00133509 0.00132402 0.00128082 0.00127647 0.00124922 0.00124721 0.00123324 0.00122742 0.00122489 0.00120179 0.00120000 0.00119427 0.00116243 0.00113081 0.00111111 0.00109499 0.00108342 0.00104607 0.00103199 0.00102940 0.00102934 0.00102934 0.00100904 0.00100100	12.49675253083191	96.85315854596529
