	summarized	lineages	abundances	resid	coverage
11.08.23.ENCNOV06.R1__NA__NA__231109_WW__00X.tsv	[('Omicron', 0.9357164738721273), ('Other', 0.013327179979243282)]	EG.5.1.1 HK.7 EG.2 HK.19 HV.1 JF.1 HK.3.2 HK.3 HK.3.7 HK.3.1 HK.20.1 GK.1.1 EG.5.1.4 HV.1.2 GK.1 HK.15 GK.3.2 HK.30 XDC XCV HK.13.1 HK.22 FY.2.1 FY.5.3 HK.6 XDG XBN HK.3.12 EG.2.2 GK.1.7 HK.31 EG.5.1.10 HV.1.7 GK.1.6.1 EG.14 HK.3.9 EG.5.1.12 XCR XBL.1 XBB.1.34.1 HP.1.1 HK.33 HK.9 XBB.3.3 JB.1.1 KB.1 XBB.1.5.87	0.25035502 0.17103747 0.10578842 0.09773675 0.06433078 0.03397673 0.02496315 0.02353311 0.02353311 0.02052235 0.01965320 0.01741825 0.01191838 0.01023050 0.00806946 0.00462963 0.00417973 0.00388098 0.00315333 0.00290797 0.00285959 0.00250848 0.00247245 0.00238299 0.00231908 0.00219015 0.00216724 0.00207598 0.00205204 0.00177971 0.00177830 0.00175387 0.00174520 0.00169641 0.00163440 0.00158520 0.00156740 0.00149925 0.00140924 0.00133867 0.00133134 0.00131086 0.00127877 0.00118343 0.00115132 0.00111305 0.00104091	14.727962413210843	95.98033642109488
11.08.23.SBNOV05.R1__NA__NA__231109_WW__00X.tsv	[('Omicron', 0.9009581966193079), ('Other', 0.04321484399233326)]	EG.5.1.1 HK.12 HV.1 EG.5.1.4 HK.8 HK.19 HV.1.2 HK.16 HF.1.1 XCP XBB.1.9.2 HN.1 XCY JZ.1 EG.7 HK.15 EG.5.1.12 HV.1.5 HK.30 FL.22 HV.1.6 EG.8 FL.29 HN.3 JD.1.1.6 EG.11 HK.31 HK.3.12 HV.1.7 XBB.1.16.27 XDG HK.6 HK.34.1 HK.7 HK.3.13 HK.26.1 FL.23.1 FL.11 HK.13.1 HK.14 HK.3.2.2 EG.5.1.5 EG.4.2 FL.24	0.33323186 0.11282566 0.08359141 0.06984811 0.05343808 0.05311811 0.04498330 0.03444254 0.03037392 0.02858266 0.01666887 0.01348405 0.01337495 0.00558078 0.00497904 0.00338696 0.00273760 0.00269542 0.00215332 0.00200057 0.00194038 0.00191327 0.00182553 0.00180697 0.00171969 0.00163428 0.00162866 0.00150512 0.00140449 0.00138224 0.00125723 0.00125063 0.00123897 0.00122888 0.00121655 0.00121359 0.00112312 0.00110375 0.00108193 0.00107556 0.00107296 0.00102416 0.00101750 0.00101035	14.051748224994132	97.43838410861787
11.08.23.PLNOV05.R1__NA__NA__231109_WW__00X.tsv	[('Omicron', 0.8987247298960402), ('Other', 0.029365371030687603)]	EG.5.1 HV.1 FL.1.5.1 HK.23 HV.1.1 XBB.1.16.19 HN.1 EG.6.1 EG.5.1.16 HK.31 HK.27 JD.1.1.1 FL.1.5 XCY JN.4 JD.1.1.3 EG.5.1.17 EG.5.1.13 JG.3 JG.3.3 FU.1 XCZ HV.1.6 FU.2 GK.1.1 EG.6.1.1 HK.3.2 JD.2.1 FL.11 BA.2.86.3 EG.5.1.9 HK.30 EG.5.1.12 EG.5.1.19 GK.3.2 HK.3.12 XBB.1.16.23 XBB.1.9.7 HK.15 JD.1.1.5 XCP GJ.1.2.4 JG.3.1 XCR JD.1.1.2 JF.1 JD.1.1.6 EG.5.1.14 HK.29 XBB.1.16.27 GJ.1.2.6 HK.26.1 FE.1.1.5 HK.3.2.2 HK.13.1 KA.1 EG.2.4 JM.2 EG.7 FL.1 HV.1.2 XDG XCK XBB.1.16.15 HK.16 XBB.1.16.7 GU.1 JB.1.1 XBB.1.24.3 JN.1.1 XBB.1.16.24 FY.2.1 EG.14 EG.6.1.2 KB.2 HV.1.7 XBB.1.45.1 HU.2 GK.1.10 HR.1.1 GK.1.7 EG.12 FL.10.2 HK.14 HK.9	0.19909963 0.18925380 0.05053125 0.04744251 0.03968405 0.03093918 0.02518832 0.02170260 0.01777780 0.01754390 0.01725550 0.01537753 0.01406075 0.01325061 0.01217236 0.01083880 0.01069944 0.00995449 0.00921493 0.00921493 0.00880162 0.00745485 0.00696757 0.00644176 0.00607943 0.00483291 0.00441139 0.00430704 0.00429248 0.00410932 0.00408719 0.00405327 0.00392157 0.00389213 0.00369549 0.00342679 0.00339328 0.00335657 0.00327869 0.00318155 0.00307287 0.00289939 0.00283531 0.00272867 0.00256904 0.00243270 0.00236798 0.00229647 0.00221893 0.00202429 0.00189613 0.00189393 0.00180685 0.00175358 0.00172520 0.00167224 0.00162128 0.00161350 0.00159836 0.00154131 0.00152905 0.00145138 0.00140699 0.00135416 0.00133869 0.00131959 0.00129503 0.00126762 0.00125945 0.00121951 0.00121902 0.00121655 0.00121401 0.00120879 0.00118953 0.00117925 0.00117911 0.00114470 0.00112537 0.00106157 0.00106157 0.00103676 0.00103377 0.00101626 0.00100705	14.937445467027263	96.30806273618032
11.01.23.PLOCT30.R1__NA__NA__231109_WW__00X.tsv	[('Omicron', 0.901842042088215), ('Other', 0.01254542060944824)]	HV.1 HK.19 FL.1.5.1 JF.1 EG.10 HV.1.1 JN.10 HN.5 JG.3 HN.1 HK.23 FL.1.5.2 EG.5.1.15 EG.5.1.11 FT.3.1.1 XBB.1.16.6 EG.5.1.13 GK.1.1 XBB.1.27 FL.1.5 HK.13.2 EG.5.1.12 XBB.1.5.63 EG.7 EG.5.1.9 JN.1.1 FL.6 HZ.1 HK.6 JD.1.1.6 EG.11 EG.8 HK.34.1 JR.1 HN.3 FL.2.1 FL.8 FL.2.3 FL.2.3.1 FL.4.5 JN.2 HK.31 HK.9 XCR XCH.1 XCZ JD.1.1.5 XCP FL.22 FL.24 GA.7.1 EK.3 EG.14 FL.9 EG.4.5 FL.13.5 HK.13.1 JN.3 JZ.1 EU.1.1.3 XBB.1.16.15 FL.23 FL.4.4 BA.2.86.5 HK.3.12 HT.1 FL.4.6 XDG JG.3.1 FL.20.1 EG.4 XBB.1.16.27 XCV JD.1.1.1 XBB.1.15.1 GE.1.2 HV.1.2 XBB.1.5.50 XBB.1.5.99 XBB.1.5.105 JM.1 FL.32.1 XBB.1.24.3 JW.1 HN.6 FL.33.1 EG.2.4 EG.4.4 GB.2 FL.15 FL.3.4 FL.30 FL.12 GK.6 FL.33 FL.26 XBB.1.9.6 HV.1.7 FP.1 HQ.1 FW.1.1 JC.1 FY.2.1 FT.2 EG.5.1.5	0.21506002 0.09826568 0.08333282 0.07122095 0.03329430 0.03033400 0.02591284 0.02462743 0.02185170 0.01631388 0.01518944 0.01469731 0.01398290 0.01372619 0.01254514 0.00939923 0.00840336 0.00761594 0.00758397 0.00683367 0.00682128 0.00650537 0.00640903 0.00630915 0.00459559 0.00436605 0.00360531 0.00351855 0.00335599 0.00317248 0.00315809 0.00315292 0.00313682 0.00311591 0.00310327 0.00307895 0.00305395 0.00301433 0.00283117 0.00270709 0.00270544 0.00261597 0.00256378 0.00243605 0.00234192 0.00233590 0.00233279 0.00226633 0.00224921 0.00220887 0.00218341 0.00218261 0.00207838 0.00199703 0.00198966 0.00191183 0.00188472 0.00184256 0.00183150 0.00182927 0.00181108 0.00180294 0.00177609 0.00170233 0.00168136 0.00165641 0.00165047 0.00161962 0.00161506 0.00160772 0.00157002 0.00154885 0.00154560 0.00154321 0.00151584 0.00148588 0.00146520 0.00145513 0.00144893 0.00143524 0.00139665 0.00139340 0.00137363 0.00135069 0.00134743 0.00133570 0.00132802 0.00124761 0.00122714 0.00120077 0.00118240 0.00116662 0.00116482 0.00113993 0.00113250 0.00110701 0.00109175 0.00107560 0.00105932 0.00105263 0.00102997 0.00102753 0.00102302 0.00100604 0.00100100	16.890129854594985	97.48185800755778
11.01.23.PLOCT29.R2__NA__NA__231109_WW__00X.tsv	[('Omicron', 0.8602969454021494), ('Other', 0.05442220653529926)]	HV.1.2 HK.28 HK.19 HV.1 EG.5.1.4 EG.6 FL.1.2 JF.1 HK.23 FU.1 GK.1.1 XDB HK.14 XCY HN.4 HK.27 EG.5.1.11 XCZ EG.5.1.5 XBB.1.16.15 XBB.1.5.35 JN.10 HK.30 XBB.1.5.70 FL.23.1 JG.3 JG.3.3 HK.26 HK.15 JM.2 GK.1.1.1 HK.20.1 GK.1.7 HK.7 JD.2 XBB.1.9.2 XBW EG.7 JR.1 HV.1.4 GK.1.8 HU.1 JS.2 JN.2.1 EG.5.1.9 XDA GK.4 HK.3.5 HK.6 GJ.1.2.4 XBB.1.16.7 XBB.1.16.16 FL.8 GJ.5.1 GK.7 EG.5.1.6 GA.7.1 FL.22 HK.16 XCP HV.1.7 XBB.3.1 XBB.1.5.33 EG.5.2.3 GK.1.2.1 FY.2.1 HK.13.2 HK.13.1 FL.9 HK.3.12 XDG JJ.1 EG.5.1.15 GK.6 EG.5.1.13 XBB.1.5.105 GU.1 EG.14 HK.9 EK.2 FL.29 EU.1.1.3 EG.4.4 FT.3.1 XBB.1.5.38 HK.29 EK.3 XCR HZ.2 XBB.8.1 HK.33 XBB.1.5.50 HV.1.5 GJ.4 HK.3.2.1 FL.4.4 FL.13.2.1 HT.1 KB.1 HK.32 XBB.3.2 HG.3 HF.1.1	0.15106600 0.09876540 0.07337447 0.06067504 0.03092563 0.03061526 0.02970940 0.02652543 0.02323278 0.02257553 0.02062252 0.01676133 0.01550383 0.01426520 0.01366872 0.01194320 0.01133550 0.01070820 0.01008170 0.00909423 0.00899257 0.00850993 0.00711744 0.00682494 0.00651466 0.00643656 0.00643656 0.00634970 0.00597213 0.00593927 0.00571874 0.00551326 0.00533944 0.00484618 0.00463477 0.00452063 0.00439560 0.00392725 0.00361915 0.00360721 0.00360231 0.00339424 0.00307857 0.00306748 0.00300300 0.00298635 0.00274725 0.00274223 0.00269674 0.00269600 0.00263972 0.00260297 0.00258693 0.00252493 0.00241327 0.00239700 0.00237812 0.00236407 0.00234192 0.00231362 0.00222552 0.00221864 0.00213781 0.00211416 0.00209864 0.00205233 0.00201207 0.00193225 0.00179313 0.00176860 0.00175044 0.00171679 0.00170358 0.00161447 0.00160359 0.00158453 0.00150631 0.00148289 0.00147275 0.00143431 0.00143055 0.00140647 0.00133200 0.00131710 0.00130841 0.00128287 0.00125313 0.00124146 0.00123185 0.00119311 0.00119024 0.00117174 0.00115875 0.00112824 0.00112360 0.00112022 0.00109890 0.00109312 0.00107919 0.00106610 0.00101037 0.00101027 0.00100654	16.581437718103064	97.92662943517372
11.08.23.PLNOV06.R1__NA__NA__231109_WW__00X.tsv	[('Omicron', 0.8918033361867013), ('Other', 0.0288472572565132)]	HV.1 HK.19 EG.2 HV.1.2 EG.5.1.16 EG.5.1.4 FL.1.5.2 EG.6.1 EG.5.1.7 EG.5.1.1 HK.27 XBB.1.9.7 XBB.1.16.19 XDA KC.1 XCY HZ.1 EG.5.1.13 JD.1.1.1 HN.1 HK.2 EG.7 HK.3.11 EG.5.1.11 EG.5.1.9 EG.4.5 JD.1 JD.1.1 FU.1.1 JG.4 HK.9 XBB.1.27 XBB.1.16.16 JG.3 HF.1.1 XBB.1.5.73 GK.3.2 HK.30 HK.13.1 HK.15 EG.5.1.3 XBB.1.16.27 XDF GK.7 EG.5.1.14 XBB.1.5.35 HV.1.7 XBB.1.5.68 HS.1.1 HK.3.12 XBB.1.5.63 GE.1.6 FT.3.1 JN.1 HK.26.1 XBB.1.16.24 XBB.1.34.1 JD.1.1.6 GK.1.10 EG.5.1.12 FL.31.1 XBB.1.5.105 HV.1.5 JD.1.1.5 HK.16 EG.2.4 XCS XBB.1.5.31 BA.2.86.5 HK.29 KE.3 EG.5.2.3 GG.1 HE.1 JG.1 XCR GK.1.2.1 XDG EG.14 GK.6 EG.9.1 EG.5.1.5 HK.26 XAA HK.31 JB.1.1 FU.5 GN.4 EG.11 XBB.1.5.103 EK.3 EG.1.8 GK.1.8 GK.1.6.1 HK.25 XL AP.1 JJ.1 HU.2 GA.4.2 XBB.1.43.1 XBB.1.5.50	0.12178212 0.11038844 0.09441990 0.08912480 0.07167240 0.04122743 0.02659695 0.02655185 0.02108430 0.02003044 0.01407870 0.01305390 0.01162003 0.01085062 0.01069540 0.00997591 0.00835288 0.00786943 0.00727417 0.00651580 0.00636943 0.00625760 0.00610948 0.00607604 0.00579710 0.00564440 0.00534142 0.00501452 0.00483559 0.00481739 0.00445988 0.00436681 0.00431686 0.00429064 0.00416811 0.00371241 0.00318387 0.00304775 0.00300033 0.00298954 0.00290414 0.00267380 0.00264271 0.00261246 0.00257400 0.00250737 0.00244328 0.00239879 0.00236967 0.00236855 0.00236202 0.00229393 0.00226225 0.00222901 0.00217628 0.00213182 0.00211569 0.00210400 0.00208710 0.00208514 0.00205804 0.00190958 0.00189753 0.00182058 0.00175439 0.00169420 0.00166297 0.00161952 0.00161493 0.00159659 0.00153925 0.00149477 0.00142893 0.00141143 0.00140461 0.00134931 0.00133632 0.00132189 0.00130849 0.00130070 0.00127632 0.00127485 0.00125284 0.00124948 0.00122125 0.00121655 0.00115640 0.00114811 0.00114679 0.00114548 0.00113701 0.00112824 0.00111483 0.00108814 0.00108578 0.00106277 0.00104384 0.00102783 0.00101926 0.00101823 0.00100301 0.00100287	14.481584014039443	96.80634050095308
11.08.23.ENCNOV07.R2__NA__NA__231109_WW__00X.tsv	[('Omicron', 0.9127364478700425), ('Other', 0.0158329470493423)]	HV.1.2 JF.1 HV.1.1 HV.1 FL.25 EG.5.1.6 FL.18 EG.5.1.4 JJ.1 FL.15.1.1 XCZ EG.5 JN.1 FL.23 HK.1.2 EG.5.1.9 FL.1.5 JG.3.3 JG.3 FL.8 EG.7 FL.22 EG.5.2.3 FL.33 XDA HK.20 FL.6 FL.2.3.1 FL.23.1 HV.1.7 BA.2.86.3 EG.11 XBB.3.3 FL.26 EG.5.2.1 HK.13.1 XCT.1 XBB.1.5.50 GA.7.1 HJ.1 HK.3.12 FL.4.6 FZ.1 JB.1.1 XBB.1.16.27 EG.4.4 FL.27 FL.1.2 FL.9 JN.3 FL.12 XBB.1.5.105 HC.2 HU.2 XBB.1.16.16 FL.20.1 EL.1 JG.1	0.33226873 0.15762824 0.08156627 0.04494285 0.04268050 0.03856064 0.03426282 0.02581057 0.02316628 0.02242548 0.01144582 0.01018776 0.00696458 0.00637109 0.00523678 0.00444939 0.00408970 0.00391295 0.00391295 0.00349467 0.00319920 0.00303490 0.00277778 0.00266904 0.00263505 0.00257621 0.00235680 0.00211117 0.00209850 0.00195312 0.00192741 0.00192641 0.00187850 0.00183808 0.00183038 0.00178699 0.00175208 0.00171698 0.00159757 0.00151755 0.00151655 0.00150974 0.00140528 0.00138889 0.00138889 0.00133645 0.00131752 0.00128150 0.00117722 0.00117601 0.00110865 0.00109051 0.00108553 0.00107643 0.00106308 0.00103154 0.00103023 0.00102359	16.883855167576645	96.9534829281343
11.08.23.SBNOV02.R1__NA__NA__231109_WW__00X.tsv	[('Omicron', 0.9004566096468859), ('Other', 0.03185289876917351)]	EG.5.1.6 GN.1.1 HV.1.2 EG.5.1.16 HK.27.1 XCY KB.4 HK.8 FL.1.5.2 JD.1.1 HV.1.5 EG.5.1.17 XBB.1.5.10 XBB.1.5.23 EG.5.1.13 EG.5.1.7 HV.1.1 XBB.1.7 HK.31 JD.1.1.6 HK.3.6 FL.22 EG.5.1.12 HK.16 EG.5.1.9 XBB.1.37.1 EG.5.1.2 EG.5.1.15 XCR JZ.1 EG.11 FL.32.1 XBB.1.36 HV.1.7 HK.13.1 FL.1.3 XCP HK.26.1 XCV XBB.1.5.57 GW.2 EK.2 XBB.1.15.1 XDC XBB.1.45.1 HK.3.12 HV.1.6 HB.1 FL.4.4 XBB.1.18.1 FL.4.6 JD.1.2.1 HK.26 EG.9.1 XBB.1.16.27 FL.30 HK.14 XBB.1.43.1	0.35765950 0.12026364 0.10242019 0.07703895 0.05935206 0.02563101 0.02356009 0.01791000 0.01614724 0.01535014 0.01270650 0.00988669 0.00641341 0.00475328 0.00472813 0.00406504 0.00383425 0.00342646 0.00323317 0.00302572 0.00285714 0.00263505 0.00258621 0.00241744 0.00239464 0.00230415 0.00225124 0.00207523 0.00198225 0.00197628 0.00191327 0.00190958 0.00188620 0.00167645 0.00162002 0.00152207 0.00151324 0.00147539 0.00142837 0.00140621 0.00135349 0.00132210 0.00131625 0.00129803 0.00125831 0.00123847 0.00123637 0.00123457 0.00118655 0.00113367 0.00112622 0.00110497 0.00107903 0.00106746 0.00104232 0.00104058 0.00102459 0.00101061	13.768678082398933	97.13072266996622
11.01.23.ENCOCT27.R1__NA__NA__231109_WW__00X.tsv	[('Omicron', 0.9153421513741135), ('Other', 0.017027561010100185), ('A', 0.0017538700000527)]	EG.5.1 EG.5.1.6 HV.1.1 JF.1 EG.5.1.4 XBB.1.9.2 JG.3.1 FL.20 EG.2 JG.3 JG.3.3 JN.1 HV.1.4 HK.11 FL.32.1 HV.1.6.1 HK.27 JN.10 EG.5.1.13 GK.1.6.1 XCY EG.7 FL.15.1 XCZ FL.8 FL.6 GK.1.1 EG.5.1.9 FL.1.5 FL.1.5.1 FL.2.1 HN.5 KB.3 HV.1.2 HK.13.1 FL.20.1 FL.2.3.1 FL.15.1.1 HK.29 FL.29 HK.31 HV.1.7 FL.18.1.1 XBB.1.16.27 FL.9 HK.6 EG.5.1.15 XDG EG.11 XBB.1.10 A.2.4 XBB.3.3 HK.17 FL.10.3 XCV HE.1 HK.22 FL.2.4 JN.5.1 JD.1.2.1 HK.3.12 XCK FL.24 FL.20.2 FL.4.5 JG.1 EG.4.4 EG.14 B.1.128 EK.3 EG.12	0.09565889 0.09388561 0.07507291 0.06071970 0.05383378 0.04764351 0.04761900 0.04205209 0.03993367 0.03794261 0.03794261 0.03404233 0.03072271 0.02372420 0.01801800 0.01756890 0.01704550 0.01676221 0.01086960 0.00819672 0.00658693 0.00616197 0.00568596 0.00445256 0.00408163 0.00396782 0.00381868 0.00375386 0.00365123 0.00359811 0.00351848 0.00344262 0.00336700 0.00330469 0.00309442 0.00290276 0.00264925 0.00259379 0.00257069 0.00247148 0.00235294 0.00232693 0.00214046 0.00212330 0.00207784 0.00203311 0.00196721 0.00193092 0.00184162 0.00176145 0.00175387 0.00173393 0.00169561 0.00169053 0.00168492 0.00152336 0.00148087 0.00145889 0.00145503 0.00140721 0.00137017 0.00130251 0.00125298 0.00118343 0.00117844 0.00112581 0.00110637 0.00108186 0.00106972 0.00105097 0.00103284	15.211432704411527	96.81637293916998
11.03.23.PLNOV01.R2__NA__NA__231109_WW__00X.tsv	[('Omicron', 0.8918537444996102), ('Other', 0.016643123201338525), ('CH.1.1* [Omicron (CH.1.1.X)]', 0.006705867999516771)]	HV.1 EG.2 HK.19 HV.1.2 FL.1.5.2 XBB.1.5.35 XBB.1.16.19 XBB.1.5.102 XBB.1.16.13 XBB.1.16.6 GK.3.1 FL.26 JM.2 XDC JF.1 JD.1.1.1 EG.5.2 JN.1 BA.2.86.3 XBB.2.3 XBB.1.5.50 DV.7.1.2 FL.8 HV.1.1 XBB.1.5.97 FL.6 JD.1.2.1 BA.2.86.4 GY.9 EG.8 CJ.1.1 JD.1.1.5 XBB.1.27 XBB.1.5.10 CH.1.1.4 XCP XBB.1.16.20 XBK XBB.1.16.25 JD.1.1.6 BM.1.1.5 JN.3 EG.6.1 FL.10.3 XDG FE.1.1.4 JD.1.1.3 XBB.1.16.10 HK.6 FL.3.2 FL.22 HK.31 GN.1.2 XBB.1.16.14 XBB.1.16.24 FU.1 FL.29 XBB.1.16.27 EG.14 HK.1.2 HK.20 HV.1.7 JN.9 HK.26.1 BA.2.86.5 FL.30 XCW HT.1 JJ.1 JN.2.1 FL.5 HK.13.1 BA.2.75.8 XBB.1.16.15 FL.4.4 JM.1 GK.1.6.1 XBB.1.5.105 JN.6 B.58 XBB.1.34.1 HB.1 EG.5.1.14 EG.9.1 EG.2.2 XCM FY.4.2 EG.11 XBB.1.5.99 XBB.1.34 EG.2.4 XBB.3.3 HJ.1 HE.1 JR.1	0.24253621 0.10047334 0.07487279 0.06608950 0.05556191 0.04610603 0.02785410 0.02778220 0.02570457 0.02212654 0.01799062 0.01538460 0.01426480 0.00932295 0.00863763 0.00822116 0.00767227 0.00588807 0.00515578 0.00508710 0.00505545 0.00446280 0.00436920 0.00331480 0.00327869 0.00324346 0.00265252 0.00261097 0.00248870 0.00238095 0.00237629 0.00236009 0.00229849 0.00227573 0.00224307 0.00208214 0.00205667 0.00205580 0.00198413 0.00195122 0.00194227 0.00188058 0.00187136 0.00179745 0.00176345 0.00170358 0.00170147 0.00168776 0.00160858 0.00159631 0.00159236 0.00157480 0.00157233 0.00152623 0.00151745 0.00150473 0.00150323 0.00143708 0.00142045 0.00136705 0.00132100 0.00131752 0.00130651 0.00129423 0.00129032 0.00128333 0.00127823 0.00126215 0.00124332 0.00123609 0.00122800 0.00122742 0.00119474 0.00119271 0.00117669 0.00116959 0.00116347 0.00115451 0.00113895 0.00113792 0.00113288 0.00112360 0.00110902 0.00109270 0.00106838 0.00105843 0.00104810 0.00103520 0.00102459 0.00101531 0.00101362 0.00100877 0.00100799 0.00100560 0.00100000	17.25492659558989	99.13052202120188
