	summarized	lineages	abundances	resid	coverage
10.11.23.ENCOCT09.R2.rerun__NA__NA__231023_WW__00X.tsv	[('Omicron', 0.8860083173891237), ('Other', 0.049925408015884444)]	EG.5.1.1 XBB.1.9.2 FL.1.5 EG.5.1.4 HK.1 EG.5.1.9 XBB.1.16.1 XCR HK.19 HN.1 XBB.1.16.15 XBB.1.16.19 HZ.2 FL.6 XBB.1.5.14 XBB.1.16.14 XBB.1.5.43 HV.1.1 XBB.1.5.10 FL.20.1 FL.8 FL.2 XCV HF.1.1 EG.7 EG.9 EK.3 JJ.1 XCF.1 GK.7 GK.4 XBB.1.16.21 HK.6 XBB.1.6 XBB.1.45.1 HK.13.1 XBB.1.16.23 FU.1.1 FU.1.1.1 XBB.2.9 XBB.1.16.10 XBB.1.37 XBB.1.15.1 HK.3.5 FL.2.1 XBB.1.5.35 FY.2.1 XBB.1.5.23 HK.14 HK.13 HK.7 FE.1.1.2 HP.1 XBB.1.5.57 XAA XBB.1.43.1 FL.22 FP.1 FL.2.3.1 FU.5 GN.1.2 FL.4.4 BA.2.9.7 XBB.1.24.3 GW.1.1 XBB.2.7 XBB.1.7 HK.15 XBB.1.5.11 HV.1.2 FL.13.5 GK.1.6.1 XBB.1.5.87 HK.11.1 XBB.1.16.25	0.18163612 0.09666927 0.09391760 0.07930605 0.05381051 0.04988310 0.04761563 0.04304219 0.02330134 0.02238424 0.01977320 0.01889890 0.01569954 0.01441770 0.01381105 0.01222464 0.01193950 0.00888716 0.00806452 0.00616675 0.00607048 0.00416435 0.00392157 0.00384615 0.00372936 0.00356565 0.00327869 0.00324838 0.00296165 0.00291404 0.00281165 0.00272851 0.00272829 0.00256367 0.00239292 0.00232396 0.00221435 0.00218341 0.00218341 0.00215054 0.00213675 0.00210526 0.00208748 0.00196760 0.00194647 0.00186140 0.00184410 0.00183150 0.00179533 0.00171843 0.00169276 0.00165406 0.00165350 0.00161528 0.00160983 0.00159236 0.00158983 0.00147348 0.00145243 0.00131119 0.00127173 0.00125752 0.00124378 0.00124095 0.00121114 0.00120904 0.00120337 0.00120247 0.00120135 0.00117647 0.00114424 0.00109290 0.00103901 0.00103761 0.00103306	13.916131819115057	94.83329431829583
8.23.23.PLAUG21.R1.rerun__NA__NA__231023_WW__00X.tsv	[('Omicron', 0.9023003871930768), ('Other', 0.004251520002656203)]	XBB.1.5.10 EG.5.1.4 EG.5.1 FL.1.5 EG.5.1.7 HZ.1 XBB.1.42.2 XBB.1.5.76 FL.29 HN.3 EG.5.1.2 EG.5.1.9 HK.13.1 XBB.1.5.93 HK.6 XBB.1.5.99 XBB.1.16.23 FL.22 FY.2.1 FL.24 XBB.1.37.1 FL.15 XBB.1.5.34 XBB.1.5.94 XBB.1.16.19 FU.1.1 XBB.1.36 EG.5.1.5 EG.5.1.1 XBB.1.5.72 FL.1.5.2 XCZ GJ.6 FL.4.2 EK.2 EG.14 EG.5.1.10 FL.4.4 HK.9 FL.23.1 FL.13.5 HZ.2 EG.1.3 XBB.1.16.4 EG.5.2.1 EG.9.1 XBB.1.45.1 EU.1.1.3 FL.17.1 FL.15.2 FD.5.1 HF.1.2 HT.1 HN.6 JC.1 FT.3 FL.11 GM.3.1 EG.2.4 FY.1.4.1 XCY XBB.1.24.3 HZ.3 FL.20.1 HR.1 XBB.1.9.7 HU.2 HA.2 XBB.1.9.6 XBB.1.15.1 HH.1.1 XBB.3.3 XBB.1.5.106 XBB.1.5.103 FL.34 XCV HE.1 HC.3 FP.1 XBB.1.41.2 GW.5.2 JJ.1	0.67347111 0.03505983 0.03355278 0.00742920 0.00660939 0.00620554 0.00542599 0.00411008 0.00404136 0.00399731 0.00369004 0.00354803 0.00339559 0.00319829 0.00313641 0.00293341 0.00291239 0.00271156 0.00263633 0.00250503 0.00247879 0.00241576 0.00238806 0.00236637 0.00235975 0.00226315 0.00212598 0.00211393 0.00195039 0.00194489 0.00191593 0.00190301 0.00190097 0.00188300 0.00186530 0.00186129 0.00182617 0.00179898 0.00179499 0.00178208 0.00172676 0.00172553 0.00169324 0.00167328 0.00163183 0.00160355 0.00159680 0.00155577 0.00154083 0.00151057 0.00148920 0.00146366 0.00142383 0.00142045 0.00136359 0.00136000 0.00133857 0.00133215 0.00132727 0.00131660 0.00128393 0.00127055 0.00123275 0.00122935 0.00121105 0.00119952 0.00119860 0.00119522 0.00116466 0.00115607 0.00113529 0.00113262 0.00111359 0.00108085 0.00107867 0.00106458 0.00105811 0.00105739 0.00104503 0.00102580 0.00101541 0.00100090	14.680426854715982	99.17399592014179
8.25.23.PLAUG22.R2.rerun__NA__NA__231023_WW__00X.tsv	[('Omicron', 0.8730543793874181), ('Other', 0.024087534916011528)]	EG.5.1.4 JF.1 XBB.1.9.2 FL.1.5 HZ.1 EG.5.1.1 EG.5.2 FT.3.1.1 GS.1 HK.19 XBB.1.16.19 GJ.1.2.6 FU.1 XBB.1.5.39 XCW HZ.2 XBB.1.16.11 XBB.1.5.49 HF.1.1 XBB.1.5.72 FL.6 XBB.1.16.7 XBB.1.42.2 GE.1.3 EG.1.6 HP.1 HK.1 HV.1.2 FL.2.5 HK.9 JS.1 GK.3 GN.1.1 XBB.1.16.20 FY.2 GJ.1 HF.1.2 XBB.1.5.5 EG.5.1.9 GY.8 FL.2.1 HK.5 XBB.1.5.103 XBB.1.5.10 FY.3.2 XBB.1.5.76 HH.2 FL.4.9 XBB.1.5.37 XBB.2.3.7 HK.6 XBB.1.16.24 GK.1.1.1 FL.1.2 XBB.1.5.78 GK.7 FL.24 FD.1.1 XBB.1.5.87 XBB.1.45.1 EG.10 FL.22 FL.29 XBB.1.5.99 EK.4 EG.6.1 HV.1.4 GJ.1.2.4 GE.1.2 HJ.1 FU.2 GJ.1.2.5 XCM GK.1.1 XBB.1.5.27 GK.2.3 GJ.4 GE.1.6 FL.32.1 JD.2.1 XBB.1.37.1 XBB.1.5.34 FL.15.3 XBB.1.5.94 EG.11 XBB.1.5.61 XBB.1.34.1 GK.2.4 EG.5.1.7 XBW FL.2.3.1 XCK FG.3 JG.1 GK.3.2 GK.6 HK.13.1 EG.2.4 GW.1.1 XBB.1.8 GM.1 FU.1.1 FL.13.5 FY.2.1 GN.1.2 HU.1.1 XBB.2.3.14 XBB.1.5.77 HK.3.5 XBB.1.23 XBB.1.5.105 FL.20.1 GW.2 XBB.1.10 FL.2.2 HN.2 XBB.1.9.6 FE.1.1.4 GY.4 FY.4 FY.6 XBB.1.19.2 XBB.1.38.1 HK.3.4 XBB.1.16.15 FP.1 XBB.1.16.9 XBB.2.3.9 JJ.1 HN.1 XBB.1.16.16 EG.14 EG.5.2.1 GJ.6 FL.18.1.1 HD.1 HT.1 XBB.1.16.10 FY.5.1.1 GK.1.8 EK.2 EG.5.1.10 GK.4 XCV GS.7.1 EG.1.8 XBB.7 FL.4.4 HR.1 XBL.2 XDA	0.11858066 0.05809150 0.04214263 0.03112828 0.02472166 0.02408841 0.02347049 0.02052790 0.01979456 0.01952717 0.01945980 0.01745586 0.01673624 0.01661820 0.01499420 0.01426597 0.01368307 0.01324793 0.01316260 0.01221050 0.01170917 0.01148924 0.01016305 0.00955993 0.00940341 0.00937190 0.00908436 0.00905737 0.00752933 0.00691851 0.00666963 0.00633512 0.00548474 0.00547179 0.00526863 0.00524658 0.00516560 0.00469043 0.00436782 0.00435748 0.00412816 0.00405200 0.00398089 0.00395202 0.00391311 0.00386512 0.00380366 0.00365726 0.00358790 0.00351259 0.00349025 0.00327332 0.00302203 0.00301192 0.00295691 0.00292601 0.00289250 0.00282404 0.00279842 0.00275781 0.00273224 0.00268474 0.00265069 0.00262041 0.00261707 0.00256845 0.00251868 0.00251338 0.00246419 0.00245714 0.00242015 0.00238095 0.00236686 0.00233138 0.00231135 0.00225406 0.00223767 0.00218940 0.00213740 0.00211528 0.00210793 0.00202771 0.00200928 0.00196959 0.00194128 0.00189356 0.00189105 0.00189017 0.00186696 0.00185975 0.00183951 0.00182732 0.00182149 0.00173910 0.00172513 0.00169155 0.00166548 0.00164453 0.00161981 0.00161382 0.00160940 0.00154226 0.00151867 0.00150401 0.00149254 0.00149156 0.00149129 0.00147276 0.00136493 0.00135135 0.00135074 0.00134565 0.00134179 0.00131954 0.00131521 0.00130960 0.00127211 0.00127171 0.00126159 0.00124455 0.00123705 0.00123102 0.00123001 0.00122271 0.00122043 0.00119396 0.00118399 0.00116744 0.00116414 0.00116405 0.00115289 0.00114981 0.00114548 0.00113611 0.00111751 0.00111145 0.00110787 0.00108460 0.00108373 0.00108186 0.00104767 0.00103843 0.00103708 0.00103494 0.00102076 0.00100910 0.00100908 0.00100486 0.00100402 0.00100296 0.00100150	14.105626823950082	98.61217937999533
8.23.23.PLAUG20.R1.rerun__NA__NA__231023_WW__00X.tsv	[('Omicron', 0.8897599808899694), ('Other', 0.01359680989283387)]	EG.6.1 XBB.1.5.10 EG.5.1.4 FL.1.5 HZ.1 XBB.1.16.19 JG.1 FL.32.1 HK.4 EG.5.1.1 XBB.1.16.11 JF.1 XBB.1.5.72 HL.2 XBB.1.5.65 FU.2 HK.19 HZ.2 EG.5.1.3 HN.3 HK.6 JF.2 HV.1.1 HP.1 FU.1 XBB.1.5.49 EG.5.1.5 JJ.1 XBB.1.5.78 FU.2.1 JS.2 FL.2.4 XCZ XBB.1.16.20 HK.15 GJ.3 XBB.2.3.15 EG.1.1 FL.24 HF.1 EG.5.1.9 HF.1.2 HL.1 FL.19.1 EU.1.1.3 XBB.1.5.39 GY.8 EG.14 EG.2.5 EG.7 EG.8 FL.2.3.1 XCP GJ.1.2 XBB.1.5.37 XBB.1.5.76 XBB.1.5.94 XBB.1.5.98 GJ.1.2.6 GS.2 FY.2.1 HF.1.1 JS.1 FD.2 XBB.1.16.9 GE.1.1 XBB.1.16.8 HN.1 XBB.1.5.88 EG.11 FD.5.1 GJ.4 EG.1.3 GR.1 EL.1 GJ.1.2.7 HT.1 XBB.1.5.99 GU.1 GK.1.1.1 HV.1.2 XBB.1.5.19 XBB.2.3.7 GY.1 XBB.1.16.22 XBB.3.1 GD.2 XBB.1.20 GY.3 XBB.1.41.2 XBB.1.16.10 EK.2 FE.1.1.3 FL.13.5 FD.1.1 HC.2 EK.3 GJ.1.2.5 GA.4.2 FL.10.1 XBB.1.4.1 HK.13.1 GK.6 FY.5.1.1 GJ.1.2.4 GE.1.6 XBB.1.5.32 FU.5 GW.1.1 XBB.1.16.16 EK.1 XBB.1.16.24 XBB.1.5.61 GW.2 XCM HK.9 FY.6 XBB.2.3.1 XBB.1.5.6 HZ.3 FE.1.1.4 EG.1.2 EG.1.8 XCW GM.1 XBB.1.5.34 XBB.7 XBB.1.5.93 XCV XBB.1.5.105 HN.6 XBB.1.16.23 EG.2.4 HE.1 JC.1 XBB.1.34.1 GS.4.1 GW.5.2 XDA GK.1.6.1 XBB.1.15.1 EG.5.2.2 XBB.1.8 HH.1 GS.6 GK.4	0.06699946 0.06443298 0.06164585 0.04876385 0.04116311 0.03355990 0.02937644 0.02931290 0.02332235 0.02238774 0.01980124 0.01882405 0.01779690 0.01635000 0.01505790 0.01414439 0.01056499 0.01043200 0.01029849 0.01000541 0.00907580 0.00870864 0.00862531 0.00847268 0.00828546 0.00814997 0.00812917 0.00775767 0.00738960 0.00717663 0.00715586 0.00623087 0.00564972 0.00563460 0.00554300 0.00536359 0.00519063 0.00504202 0.00500611 0.00497514 0.00490436 0.00439780 0.00404040 0.00375940 0.00359957 0.00359472 0.00350114 0.00349598 0.00346592 0.00335020 0.00330251 0.00326426 0.00319023 0.00313199 0.00310174 0.00306456 0.00278267 0.00271196 0.00269414 0.00264984 0.00262611 0.00257021 0.00252101 0.00249527 0.00232945 0.00229607 0.00227260 0.00225746 0.00224647 0.00221311 0.00219697 0.00216749 0.00211792 0.00206333 0.00203986 0.00202840 0.00199263 0.00198906 0.00195876 0.00192921 0.00188679 0.00186312 0.00184847 0.00178691 0.00177596 0.00174627 0.00171960 0.00171911 0.00170539 0.00168387 0.00167070 0.00164208 0.00160262 0.00159700 0.00155159 0.00150284 0.00149457 0.00147306 0.00147126 0.00147063 0.00146990 0.00143536 0.00139431 0.00139105 0.00138940 0.00138688 0.00138600 0.00137471 0.00137410 0.00136034 0.00129765 0.00129590 0.00128819 0.00128301 0.00126542 0.00125879 0.00125104 0.00124595 0.00124533 0.00124069 0.00123854 0.00123733 0.00122624 0.00122624 0.00121760 0.00121304 0.00120676 0.00120588 0.00117706 0.00115853 0.00114748 0.00114256 0.00113434 0.00112855 0.00112291 0.00110486 0.00109712 0.00108975 0.00108814 0.00104854 0.00104781 0.00104519 0.00102850 0.00102421 0.00102028 0.00101626	13.603400821744541	98.4583486606695
10.13.23.PLOCT11.R2.rerun__NA__NA__231023_WW__00X.tsv	[('Omicron', 0.9028127169075765), ('Other', 0.02175585999100393)]	HV.1.1 EG.5.1.4 XBB.1.9.2 EG.5.1.6 EG.5.1 JF.1 EG.5.1.3 EG.5.1.1 XBB.1.16.19 XBB.1.16.13 FL.1.5 HN.1 XBB.1.16.15 FL.1.5.2 HV.1 GK.1.2 HZ.2 HZ.1 XBB.1.5.63 XCH EG.6.1 FL.1.2 XCZ FU.2 XCR XBB.2.3.15 GS.1 EG.11 EG.7 HK.15 EG.5.1.9 GA.3 HK.13.2 GK.1 XBB.2.3.10 FY.4.1.1 GJ.2 FL.1 GK.1.7 FL.32.1 HK.9 EG.5.2.1 XBB.1.22.2 JE.1.1 EG.5.2.3 GK.1.1 EG.8 JD.1.1 HK.11.1 FU.5 GE.1.2 HV.1.2 JD.1.1.1 EG.4.1 GE.1.4 EG.4.2 FY.3.2 HK.6 HA.2 XBB.2.3.9 EG.2.4 EG.9.1 FD.1.1 HK.3.3 FU.1.1 XQ HU.2 XBB.1.5.68 FY.6.1 FL.4.5 GA.5 JN.3 GK.1.6.1 FL.13.5 XBB.8.2 GE.1.6 XBB.2.9 FL.1.6 HK.13.1 EG.5.1.10 XBB.2.3.17 JU.1 HK.16 FY.2.1 XBB.1.5.50 EG.5.2.2 HF.1.1 HZ.3 EU.1.1.3 HU.1.1 EG.2.5 JG.1 FT.3.1 FT.3.1.1 FP.2.1.1 HB.1	0.11661602 0.10787344 0.10266239 0.04970706 0.04921458 0.04555302 0.04246449 0.04149029 0.03750015 0.02871404 0.01644067 0.01600314 0.01412279 0.01348093 0.01194442 0.01132998 0.01043870 0.01037370 0.00998683 0.00919371 0.00719631 0.00707831 0.00645330 0.00611773 0.00610885 0.00596280 0.00574073 0.00563486 0.00483451 0.00464684 0.00442478 0.00433522 0.00389105 0.00371448 0.00353864 0.00300231 0.00290094 0.00289615 0.00273693 0.00266934 0.00264055 0.00260253 0.00260089 0.00257589 0.00240964 0.00234386 0.00212540 0.00208837 0.00205181 0.00197029 0.00195341 0.00193498 0.00177760 0.00176991 0.00173611 0.00168634 0.00166744 0.00165460 0.00164474 0.00164204 0.00162866 0.00162723 0.00157978 0.00152207 0.00150150 0.00148487 0.00142961 0.00140059 0.00137554 0.00136494 0.00134423 0.00130508 0.00129832 0.00126476 0.00126289 0.00120970 0.00120773 0.00120144 0.00119514 0.00119295 0.00119161 0.00113766 0.00113045 0.00112803 0.00111463 0.00109781 0.00108814 0.00108138 0.00107569 0.00107234 0.00106068 0.00103567 0.00103093 0.00103093 0.00101876 0.00100604	12.376899064368553	96.09403738755309
10.11.23.SBOCT05.R1.rerun__NA__NA__231023_WW__00X.tsv	[('Omicron', 0.9433013604882932), ('Other', 0.004791319969823473)]	HK.19 EG.5.1.4 HR.1 HV.1 FL.1.5 XBB.1.16.15 XBB.1.16.17 EG.5.1.1 HJ.1 XBB.1.48 XBB.1.16.4 XBB.1.5.32 EG.6.1 XBB.1.16.19 XBB.1.5.91 GJ.1.2.6 XBB.1.5.96 FL.6 HT.1 XBB.1.5.78 FD.5.1 HK.11 XBB.1.45 XBB.1.5.15 FD.5 FL.22 XBB.1.35 HK.3.3 XBB.1.18.1 XBB.1.34.1 XBB.1.5.76 XBB.1.5.23 FD.1.1 XBB.1.16.10 XBB.1.15.1 JC.6 FT.1 EG.11 EG.9 HK.3.1 HK.3.7 HK.3 FY.2.1 XBB.1.43.1 EG.14 XBB.1.24.3 HK.6 GE.1.6 B.58 GA.2.1.1 HK.13.1 XBB.1.5.50 XBB.1.5.61 GA.4.2 FL.23.1 JW.1 XBB.1.5.106 XCM XCZ XBB.2.9 FL.4.4 XCF.1 JG.1 HZ.2 FY.6 XBB.1.16.5 XBB.3.3	0.17272974 0.10460684 0.06684207 0.06461762 0.06127906 0.05843731 0.05536817 0.04170407 0.02895087 0.02857140 0.02649650 0.02523016 0.02348666 0.02334080 0.02308655 0.01242149 0.01163760 0.01004280 0.00856196 0.00534402 0.00476641 0.00466522 0.00445524 0.00431552 0.00431552 0.00380952 0.00315797 0.00300300 0.00273367 0.00265957 0.00250501 0.00247985 0.00238474 0.00228311 0.00222935 0.00214253 0.00210620 0.00201478 0.00197014 0.00196307 0.00189551 0.00189551 0.00162602 0.00158479 0.00149869 0.00148588 0.00141859 0.00140548 0.00137985 0.00134680 0.00134138 0.00130378 0.00129870 0.00127892 0.00123406 0.00119177 0.00115103 0.00115075 0.00114943 0.00112740 0.00111607 0.00111129 0.00109936 0.00109589 0.00109290 0.00105828 0.00103842	14.582157507161352	94.84332675651272
10.11.23.PLOCT08.R1.rerun__NA__NA__231023_WW__00X.tsv	[('Omicron', 0.8784174366185145), ('CH.1.1* [Omicron (CH.1.1.X)]', 0.015792286432026646), ('Other', 0.013005178340143097)]	EG.5.1.1 JF.1 EG.6.1 HV.1.2 HV.1 FL.1.5 EG.6 HN.1 XBB.1.16.11 FL.6 EG.5.1.6 XBB.1.16.19 FU.1 XBB.1.16.6 XBB.1.16.1 FU.2 DV.7.1.4 HK.6 HK.4 XBB.1.9.2 JG.4 HK.16 FL.1.5.2 JG.3 XBB.1.1 HK.13 XBB.1.16.18 EG.7 XDA FL.32.1 HV.1.3 XBB.1.16.14 EG.5.1.3 FU.5 DV.7.1.5 FU.1.1 XCH.1 XBB.1.39 BA.2.75.8 XBB.2.3.16 FL.13.3.1 FL.4.5 XCZ EG.5.1 EG.5.1.10 JC.2 GE.1.2 XBB.1.45 EG.5.1.9 FL.22 DV.7.1.1 XBB.1.27 JJ.1 XBB.1.35 FL.4.9 FL.4.4 HH.8 GK.7 FY.2.1 GJ.1.2.4 XBB.1.4.1 FL.13.5 XBB.1.37.1 GA.1 EG.9 XBB.1.16.15 JD.1.2 HZ.2 EG.1.3 GK.1.6.1 XBB.1.16.24 HK.13.1 HN.6 JD.1.1.1 XBB.1.47 XBB.1.16.21 XBV HB.1 XBB.1.16.25 XBB.1.16.23 HK.7 XBB.3.3 FE.1.1.4 EG.5.1.5 FL.13.4 EG.14 JD.1.1.3 FL.18.1 HU.1 GS.6 XBB.1.45.1 HP.1 XBB.1.24.3 GJ.1.2.5	0.11298228 0.09285443 0.06626422 0.05403220 0.05360183 0.05199319 0.04830029 0.03813802 0.02828751 0.02538898 0.02034296 0.01867010 0.01805386 0.01786327 0.01475940 0.01174659 0.00997859 0.00969697 0.00832607 0.00827527 0.00825499 0.00822357 0.00762577 0.00745469 0.00722328 0.00660695 0.00658301 0.00586396 0.00578035 0.00557103 0.00518135 0.00507565 0.00451933 0.00377482 0.00340915 0.00323974 0.00322617 0.00303260 0.00301545 0.00296809 0.00282622 0.00278061 0.00268642 0.00255389 0.00249958 0.00248076 0.00245743 0.00245404 0.00244698 0.00243770 0.00240455 0.00231899 0.00220817 0.00219479 0.00218351 0.00190536 0.00188640 0.00182827 0.00178253 0.00176136 0.00172172 0.00171748 0.00170843 0.00169350 0.00165177 0.00162503 0.00158983 0.00158033 0.00150974 0.00150514 0.00149786 0.00147059 0.00138217 0.00132571 0.00132350 0.00132013 0.00131223 0.00128308 0.00125628 0.00124378 0.00121138 0.00119787 0.00115942 0.00113906 0.00112108 0.00109769 0.00107469 0.00107395 0.00104305 0.00103575 0.00103121 0.00101083 0.00101002 0.00100705	15.761514540872874	98.85295789720095
10.11.23.ENCOCT05.R2.rerun__NA__NA__231023_WW__00X.tsv	[('Omicron', 0.8976184173674999), ('Other', 0.01058063678037297)]	JF.1 EG.5.1.4 HN.1 XBB.1.16.13 HV.1.2 FL.6 FL.10.1 XBB.1.16.19 FL.1.5 HK.6 XCR FU.5 EG.6 XBB.1.5.68 JD.1.1.1 HF.1.1 XBB.1.16.14 HN.3 EG.8 HK.7 FL.8 EG.5.1.9 FL.24 XBB.1.8 XBB.1.37.1 HZ.2 FL.22 HK.15 EG.11 FL.1.5.2 EG.6.1 EG.5.2.3 GJ.1.2 JG.3.1 HK.11 XBB.1.31.2 GJ.1.2.5 GK.8.1 GK.7 EG.9.1 XBB.1.5.23 HA.1 XBB.1.16.24 HK.13.1 XBB.1.5.98 HK.13 JJ.1 XBL.2 XBB.1.45.1 EG.14 FL.9 XCP XBB.1.5.103 GW.1.1 HK.9 XBB.1.21 GK.1.3 JD.1.1.3 FP.1 XBB.1.36 JD.2.1 XBB.1.16.8 XCS XCF.1	0.64001324 0.06002106 0.01844846 0.01743363 0.01456092 0.01311460 0.01060436 0.01014570 0.00806586 0.00770903 0.00613090 0.00547618 0.00521979 0.00389896 0.00369084 0.00350175 0.00334299 0.00311063 0.00275424 0.00262597 0.00254153 0.00246255 0.00245585 0.00225212 0.00220220 0.00209640 0.00202915 0.00200114 0.00199803 0.00190272 0.00188000 0.00187383 0.00184828 0.00172521 0.00165193 0.00165019 0.00164349 0.00162868 0.00162491 0.00162047 0.00155787 0.00155393 0.00154958 0.00148092 0.00145560 0.00133107 0.00132832 0.00126253 0.00122330 0.00118810 0.00117889 0.00117200 0.00114494 0.00114445 0.00112334 0.00112233 0.00110681 0.00109051 0.00108663 0.00105644 0.00104493 0.00102354 0.00101341 0.00100179	13.628956840817041	98.93321740293617
10.11.23.SBOCT08.R1.rerun__NA__NA__231023_WW__00X.tsv	[('Omicron', 0.8766005099847883), ('Other', 0.02822523699429599), ('CH.1.1* [Omicron (CH.1.1.X)]', 0.02096879889562217), ('A', 0.001012150002033021)]	HV.1 XBB.1.16.6 EG.2 HZ.1 XBB.1.30 XBB.1.42.1 XBB.1.5.81 XCC XBB.1.5.28 JF.1 EG.5.1.4 XDA CH.1.1 GV.1 XBB.1.5.41 XBB.1.5.76 DV.4 XBB.1.5.78 XBB.1.5.32 EG.11 XBB.1.16.15 CH.1.1.24 XBB.1.5.61 GN.4 XBB.1.5.94 FK.1 EG.5.2.3 DV.7.1.5 FY.2.1 FT.3.1 CH.1.1.4 HK.6 HK.13.1 CH.1.1.6 XCZ GU.1 HT.1 XCP EK.2.1 HA.2 XBB.1.5.11 GN.3 FL.1.5.1 XBB.1.5.88 XBB.1.45.1 HZ.2 GB.2 GA.6.1 GQ.1 GK.1.6 XBB.1.5.35 A.2.4 HK.9	0.34856126 0.10896691 0.09552701 0.07336374 0.06481165 0.05143724 0.04347865 0.01911642 0.01393248 0.00838574 0.00837523 0.00617920 0.00596974 0.00502513 0.00396451 0.00353171 0.00351288 0.00344396 0.00304414 0.00270270 0.00255535 0.00255265 0.00255009 0.00250627 0.00245549 0.00245147 0.00223964 0.00214020 0.00209479 0.00188047 0.00166478 0.00164941 0.00164524 0.00157150 0.00151918 0.00147664 0.00143235 0.00141044 0.00139974 0.00139925 0.00128150 0.00125000 0.00120736 0.00120120 0.00119490 0.00118110 0.00117578 0.00116009 0.00110558 0.00106470 0.00104668 0.00101215 0.00100040	14.980272777852065	96.78627562451928
10.13.23.PLOCT10.R2.rerun__NA__NA__231023_WW__00X.tsv	[('Omicron', 0.8836390432678201), ('Other', 0.012344449995975702)]	FU.2 EG.6 EG.5.1.1 HV.1 JF.1 HN.1 HV.1.2 JG.1 GV.1 XBB.2.3 FL.1.5 HK.1 XBB.1.16.6 XBB.1.16.13 FL.1.5.2 XBB.1.16.19 HK.8 GK.3.1 FL.1.5.1 XBB.1.5.68 HK.13 XBB.1.5.49 HT.2 EG.5.1.7 FL.6 XBB.1.5.91 EG.5.1.4 HK.15 XBB.1.5.8 XCZ FL.2.2.1 GK.1.1.1 XBB.1.16.7 FL.29 XCP XDA XBB.1.5.76 FL.8 XBB.1.5.78 FL.24 GU.1 XBB.1.16.24 HV.1.1 XBB.1.5.88 HK.16 EG.5.1.9 FL.22 HK.6 GK.2.3 XBB.1.43.1 HK.19 GK.1.8 EG.14 JD.1.1.3 HK.9 XBB.1.27 XBB.1.5.37 XBB.1.16.16 EG.11 FL.32.1 GK.7 EG.2.4 GW.1.1 JU.1 XBB.1.5.61 HZ.2 FL.11 JD.1.1.1 XBB.1.5.50 XBB.1.45.1 EG.7 XBB.1.5.106 HK.1.2 XBB.1.5.94 FL.26 XY HR.1 FL.1.3 GK.1.9 GK.1.7 KA.1 XBJ.4 EG.4.1 XBB.1.5.81 XBB.1.16.15 GM.1 XBB.1.5.5 GR.1 HE.1 HT.1	0.07616072 0.07499112 0.07127695 0.06495630 0.04486325 0.04397533 0.03224388 0.03141029 0.03118220 0.03012037 0.03010240 0.02318243 0.02201807 0.02134096 0.01744366 0.01705709 0.01592644 0.01584209 0.01520039 0.01214872 0.01192568 0.01024031 0.01024031 0.00961538 0.00923077 0.00816166 0.00793081 0.00705329 0.00692113 0.00520886 0.00449006 0.00436644 0.00384615 0.00382629 0.00361446 0.00352113 0.00351940 0.00327502 0.00321285 0.00297309 0.00285403 0.00278067 0.00275032 0.00266981 0.00232019 0.00231267 0.00229961 0.00228245 0.00219034 0.00212967 0.00211938 0.00210526 0.00201358 0.00190454 0.00188268 0.00179569 0.00174774 0.00168876 0.00168113 0.00166399 0.00157059 0.00156924 0.00154036 0.00149365 0.00148121 0.00147629 0.00146959 0.00144103 0.00140607 0.00134612 0.00133378 0.00132359 0.00130293 0.00129422 0.00126240 0.00125870 0.00124391 0.00123153 0.00119759 0.00117302 0.00113960 0.00113447 0.00111408 0.00111166 0.00107275 0.00106992 0.00105988 0.00103413 0.00101635 0.00100656	14.693728341845802	98.44831622245259
