	summarized	lineages	abundances	resid	coverage
7.10.23.PLJUL05.R1__NA__NA__230905_WW__00X.tsv	[('Omicron', 0.9119235141004607), ('Other', 0.0021101899918923427)]	XBB.1.9.2 XBB.2.3.3 EG.5.1.4 FL.15 XBB.1.5.43 XBB.1.5.72 FL.7 XBB.1.5.73 XBB.1.16.13 JF.1 XBB.1.16 XBB.1.5.70 XBB.1.5.94 XBB.2.3.14 XBB.1.5.57 XBB.1.5.20 XBB.1.18 XBB.1.5.10 HZ.1 EG.6.1 HG.2 EL.1 GJ.1.2 GN.1.1 GY.5 XBB.1.5.9 XBB.1.5.1 XBB.1.5.65 XBB.1.5.80 XBB.1.30 FL.4.9 XBB.1.5.37 XBB.1.45 FP.4 FL.4.2 JA.1 XBB.1.5.35 XBB.1.27 XBB.1.45.1 XBB.1.8 GJ.4 FL.6 FL.4.1 XBB.1.5.13 XBB.1.5.76 XBB.1.5.78 XBB.1.24.3 XBB.1.16.14 XBB.1.5.16 FL.29 EG.7 XBB.1.14.1 FE.1 XBB.1.5.31 XCG HF.1 XBB.1.23 FL.1.5 FL.8 FL.2.3.1 XBB.1.5.68 XBB.1.5.50 XBB.1.5.61 XBB.1.12 EG.9.1 FY.6 JJ.1 XBB.2.11.1 XBB.1.5.81 XBB.1.43 FL.22 XBB.1.39 FP.2.1.1 GY.8 FT.1 XBB.2.3.9 XBB.2.3.2 HT.1 XBB.1.36 FU.5 HJ.1 EG.5.1.7 FL.9 FY.2.1 XBB.3.1 GB.2 FL.23 HL.1 EG.11 FE.1.2 XBB.1.4.1 FL.24 HK.9 FL.13.3.1 XBB.1.5.92 FL.4.6 HZ.3	0.08536153 0.07668902 0.05805781 0.04810400 0.03715330 0.03459820 0.03143411 0.02808491 0.02770746 0.02493359 0.02441600 0.02420757 0.02345070 0.02272290 0.02174387 0.01906004 0.01869732 0.01833268 0.01745190 0.01702700 0.01654060 0.01426118 0.01397735 0.01345014 0.01328981 0.01295250 0.01274777 0.00970253 0.00579796 0.00561630 0.00488827 0.00486787 0.00446870 0.00442413 0.00354934 0.00352017 0.00351060 0.00349650 0.00326713 0.00322592 0.00310146 0.00302519 0.00299232 0.00298669 0.00272964 0.00261809 0.00258073 0.00255874 0.00255487 0.00247525 0.00235311 0.00221203 0.00218587 0.00214432 0.00211019 0.00206549 0.00202071 0.00192062 0.00185842 0.00185720 0.00182130 0.00178190 0.00175781 0.00168258 0.00163014 0.00159613 0.00158305 0.00150587 0.00148441 0.00146604 0.00144419 0.00142248 0.00137174 0.00136075 0.00131349 0.00129095 0.00127983 0.00127692 0.00127486 0.00121140 0.00121049 0.00120627 0.00120387 0.00118909 0.00118393 0.00117171 0.00116460 0.00116454 0.00115119 0.00113830 0.00110881 0.00110601 0.00109997 0.00109323 0.00107587 0.00103527 0.00103510	12.058395185953895	98.34130354813898
6.30.23.PLJUN27.R2__NA__NA__230905_WW__00X.tsv	[('Omicron', 0.9102316144028373), ('Other', 0.00463932611980618)]	FL.2.1 FL.2.5 XBB.1.5.35 XBB.2.3.10 XBB.1.16.12 XBB.1.16.19 XBB.1.42 XBB.1.5.57 XBB.1.5.73 XBB.1.5.94 GJ.1.2.1 HT.1 XBB.1.5.10 XBB.1.16.13 FL.4.10 XBB.1.16.1 FL.22 FL.1.5 FL.15 XBB.1.5.15 XBB.1.16.11 FE.1.2 GV.1 EG.6.1 EG.5 FL.6 XBB.1.5.91 XBB.1.16.2 XBB.1.16.18 FL.25 XBB.1.16.7 XBB.1.16.23 FL.4.6 XBB.1.16.14 XBB.1.16.15 XBB.1.5.51 XBB.1.5.78 FL.4.5 XBB.1.5.76 FY.2.1 FL.1.5.2 GJ.1 FL.13.3.1 FL.4.9 FE.1.1.3 XBB.1.16.6 FU.5 XCF FL.13 XBB.1.5.93 FL.4.7 GE.1.2 FL.24 FL.29 GJ.1.1 FL.8 FL.2.3.1 EG.5.2.2 FE.1.1.4 XBB.1.12.1 FL.4.2 EG.11 FL.9 GW.1.1 XBB.1.16.24 FY.6 EG.5.2.1 XCH XBB.1.16.21 JF.1 XBB.1.5.61 FE.1.1.2 HQ.1 XBB.1.5.50 FL.1.2 FL.30 XBB.1.5.39 FL.27 XBB.1.5.98 GY.8 EG.7 GE.1.1 FL.18.1 GY.4 HU.1 XBB.1.5.70 XBB.1.16.5 FL.2.2.1 GJ.2 FL.13.2 HZ.2 XBB.1.5.105 EG.1.8 XBB.1.16.16 EG.9 XBB.1.16.10 XBB.1.9.6 XBB.1.34.1 XBB.1.5.90 EG.4.2 XBB.1.45.1 XBB.1.27	0.07330830 0.05996732 0.05347196 0.04769879 0.04662464 0.04544160 0.04147280 0.03753648 0.03518088 0.02983451 0.02578415 0.02456940 0.02437153 0.02087081 0.02080047 0.01954832 0.01305290 0.01284693 0.01232088 0.01186256 0.01135229 0.01134437 0.01112571 0.01105709 0.01086528 0.01055520 0.00994542 0.00973270 0.00878627 0.00769387 0.00645161 0.00571429 0.00566058 0.00505767 0.00433276 0.00417854 0.00405869 0.00361836 0.00361780 0.00354610 0.00352677 0.00347558 0.00339641 0.00332779 0.00327373 0.00318844 0.00309539 0.00300520 0.00290480 0.00280163 0.00256124 0.00233709 0.00233111 0.00209827 0.00203851 0.00200788 0.00196347 0.00188822 0.00187333 0.00185656 0.00181127 0.00175147 0.00173692 0.00172808 0.00170480 0.00167108 0.00165893 0.00163413 0.00160449 0.00159874 0.00158983 0.00158103 0.00154113 0.00150744 0.00150191 0.00148260 0.00142213 0.00140187 0.00136612 0.00134261 0.00132456 0.00127530 0.00124464 0.00122760 0.00122121 0.00121000 0.00120956 0.00119474 0.00119190 0.00116581 0.00115075 0.00114326 0.00112975 0.00109676 0.00109662 0.00104457 0.00102684 0.00102170 0.00102037 0.00102003 0.00100713 0.00100000	13.07916165478591	98.24097916596997
7.07.23.SBJUN27.R1__NA__NA__230905_WW__00X.tsv	[('Omicron', 0.9601124203753829)]	XBB.1.5.10 FY.2 FL.2 XBB.1.5.59 FL.5 FL.7 XBB.1.9.1 XBB.1.16.20 XBB.1.5.72 XBB.1.22.2 HT.1 HP.1.1 XBB.1.16.19 XBB.1.16 XBB.1.5.88 XBB.1.16.6 XBB.1.5.80 XBB.1.5.17 FL.22 FY.2.1 XBB.1.5.31 FL.6 XBB.1.5.76 FL.29 FL.1.5.2 XBB.1.16.21 FL.8 FL.4.2 XBB.1.45.1 XBB.1.5.35 XBB.1.5.14 FL.2.3.1 FL.24 HD.1 FL.16 FL.10.1 XBB.1.5.75 XBB.1.5.57 XBB.1.5.63 HZ.2 XBB.1.5.52 EG.9 XBB.1.16.7 XBB.1.5.39 FT.4 FT.3 FY.4.1.1 FL.2.2 XBB.1.25 XBB.1.16.23	0.09543729 0.09290122 0.08668426 0.08147819 0.08011359 0.05773895 0.05773895 0.05712110 0.04453870 0.04241307 0.03750527 0.03517360 0.03424980 0.02719869 0.02430870 0.01239273 0.01145830 0.01058922 0.00849257 0.00736278 0.00421053 0.00406002 0.00320669 0.00306185 0.00243515 0.00243309 0.00222156 0.00200094 0.00189036 0.00183899 0.00177570 0.00176115 0.00175182 0.00167364 0.00163666 0.00156299 0.00155885 0.00149993 0.00148898 0.00136519 0.00135870 0.00131752 0.00122805 0.00120397 0.00120397 0.00120397 0.00111081 0.00106045 0.00105108 0.00104284	9.80628194485061	94.52897702571649
7.07.23.PLJUL03.R2__NA__NA__230905_WW__00X.tsv	[('Omicron', 0.9164405309420502), ('Other', 0.027889869952368)]	FL.2 FW.1 EG.5.1.4 XBB.1.5.57 XBB.2.3.6 FU.1 FY.3.1 XBB.2.3.3 XBB.1.5.72 XBB.1.5.73 XBB.1.36 XBB.1.16 XCF FL.16 XBB.1.5.13 GJ.1 FD.4.1 XBB.1.16.10 XBB.1.16.19 FL.2.5 XBB.1.5.78 XBB.1.5.6 XBB.1.5.45 XBB.1.5.61 XBB.1.16.13 EG.11 XBB.1.5.11 XBB.1.16.14 XBB.1.5.34 XBB.3.1 XBB.2.3.10 FL.4.2 EG.8 HA.2 XBB.1.16.6 FL.6 EG.4.2 FL.1.5 XBB.1.9.2 FE.1.2 EK.2 XBB.1.5.81 XBB.1.45.1 XV HZ.3 XBB.1.16.21 XBB.1.5.76 FU.3 FT.4 XBB.1.5.39 FL.8 XBB.1.5.87 FU.5 FY.3.2 FY.2.1 XBB.1.16.15 FL.4.4 GM.1 XBB.1.16.5 XBB.1.13.1 XCL JB.2 XBB.1.15.1 XBB.1.37.1 JJ.1 FL.3.4 FL.2.2 XBB.1.5.65 FH.1	0.16663865 0.13817336 0.07163104 0.05501593 0.04636300 0.04558090 0.04119458 0.03605399 0.03219890 0.03214073 0.02976823 0.02930018 0.02658892 0.01684840 0.01552698 0.01402428 0.01272730 0.01162790 0.00810979 0.00787402 0.00736584 0.00671141 0.00649351 0.00549149 0.00364891 0.00344828 0.00312815 0.00295196 0.00281690 0.00245098 0.00242792 0.00233645 0.00223214 0.00205198 0.00204755 0.00201444 0.00184162 0.00180832 0.00179701 0.00178508 0.00178480 0.00176887 0.00175887 0.00170823 0.00170707 0.00169205 0.00168634 0.00168563 0.00167392 0.00167392 0.00156348 0.00156169 0.00150546 0.00146128 0.00145906 0.00144753 0.00144665 0.00137080 0.00136885 0.00132275 0.00130095 0.00129870 0.00123650 0.00116618 0.00114651 0.00112867 0.00106045 0.00105795 0.00105022	12.051221438522838	83.2357957395579
6.28.23.PLJUN26.R2__NA__NA__230905_WW__00X.tsv	[('Omicron', 0.9118743113724493), ('Other', 0.011400463962224662)]	XBB.1.5.10 XBB.1.5.4 EG.2 XBB.1.16.19 FL.2.4 XBB.2.3.3 XBB.1.5.72 FL.4.8 XBB.2.3.11 XBB.1.5.31 FH.1 XBB.1.16.1 HE.1 XBB.1.5.94 GY.2 XBB.1.5.65 XBB.1.16 XBB.1.16.9 EG.5.1.4 XBB.1.5.80 XBB.1.16.14 FU.1 EG.1.4 XBB.1.5.28 GV.1 XBB.1.5.37 GJ.4 XBB.1.16.6 FL.22 GN.1.1 GJ.1 XBB.1.5.75 HT.2 XBB.1.5.49 XBB.1.5.78 XBB.2.5 GJ.1.2 XBB.1.5.77 XBL.2 XBB.2.3.8 XBB.1.5.76 HZ.2 XBB.1.5.27 XBB.1.5.61 FL.2.3.1 XBB.1.37.1 GY.8 XBB.1.5.35 FL.5.1 FE.1.1.3 XBB.1.16.23 GS.4.1 GE.1 FL.24 XBB.1.16.18 FE.1.1.4 HK.6 JE.1 FP.2.1.1 XBB.1.16.16 FP.1 FU.5 XBL XCF GE.1.3 XBB.1.5.36 XBB.2.3.9 XBB.1.16.10 JG.2 EG.5.1.3 XBB.1.5.52 XBB.1.5.19 XBB.1.5.63 XBB.1.45.1 FY.2.1 XBB.1.5.99 HT.1 FL.3.3 XBB.1.9.7 XBL.1 FG.3 GB.2 HA.1 FL.1.5.2 XCG FL.16 FL.4.1.1 GE.1.2 HP.1.1 FT.1 EG.9.1 EG.4.2 XBB.1.5.32 XBB.1.5.14 EK.2.1 XBB.1.5.56 GW.1.1 CA.5 XBB.1.5.92 JC.1 XBB.2.9 XCF.1 XBB.1.5.18 FL.15 XBB.1.5.6 GN.3 XBB.1.4.1 FU.3 GW.2	0.09346817 0.06950740 0.06194610 0.05859400 0.04592743 0.04140920 0.03270360 0.02755829 0.02608862 0.02569370 0.02196763 0.02082442 0.02027727 0.01944074 0.01923311 0.01828130 0.01741445 0.01565590 0.01525213 0.01462550 0.01411318 0.01289360 0.01071324 0.01063577 0.01043020 0.00896057 0.00732246 0.00705523 0.00664894 0.00659802 0.00651417 0.00606803 0.00572253 0.00572253 0.00473844 0.00458957 0.00420902 0.00418273 0.00399494 0.00380959 0.00351104 0.00321718 0.00273224 0.00245528 0.00245286 0.00244618 0.00231481 0.00221388 0.00211313 0.00210625 0.00208679 0.00204165 0.00200919 0.00200541 0.00195440 0.00191718 0.00191281 0.00190297 0.00188242 0.00184230 0.00178555 0.00178430 0.00173993 0.00173859 0.00173210 0.00170300 0.00169635 0.00164745 0.00158128 0.00158128 0.00158040 0.00155400 0.00154940 0.00154303 0.00154113 0.00153156 0.00151834 0.00149934 0.00146300 0.00145682 0.00144768 0.00143823 0.00134953 0.00134015 0.00133511 0.00132333 0.00131752 0.00130514 0.00129412 0.00129112 0.00125403 0.00125052 0.00122599 0.00120393 0.00119653 0.00119574 0.00118203 0.00116978 0.00116766 0.00116618 0.00113585 0.00113507 0.00110589 0.00109190 0.00108277 0.00106101 0.00103379 0.00102567 0.00101196	11.771690626691566	97.7025716483296
6.28.23.ENCJUN21.R1__NA__NA__230905_WW__00X.tsv	[('Omicron', 0.9432091644899937)]	XBB.1.16 XBB.1.5.28 XBB.2.3.11 XBB.1.16.19 XBB.1.16.12 FL.26 FL.2 XBB.1.5.49 HT.2 XBB.1.5.1 XBB.1.5.84 XBB.1.5.80 XBB.1.5.89 GS.4 FL.6 XBB.1.5.78 XBB.1.5.76 XBB.1.16.6 FT.3 XBB.1.5.39 HA.2 FL.2.1 XBB.1.27 XBB.1.5.60 FL.24 XBB.1.5.37 XBB.1.5.27 XBB.1.16.23 FL.8 FL.22 XBB.1.5.57 XBB.1.36 GM.3 HT.1 FT.3.1 XBB.1.5.94 XBB.2.9 XBB.1.5.32 XBB.1.5.43 FE.1.1.4 XBB.1.45.1 XBB.1.5.35 XBB.1.5.18 XBB.1.5.16 XBB.1.16.14 FY.2 XBB.1.5.14 XBB.1.37 XBB.1.5.81 XBB.1.5.19 FL.11 XBB.1.5.6 FL.2.3.1 EG.2.5 XBB.1.5.87 XBB.1.21 GG.1 GA.5 XBB.1.12 XBB.1.4.2 GV.1 FL.23.1 FU.5 XBB.1.5.2	0.17213443 0.14543545 0.11538065 0.09700480 0.08185136 0.05053015 0.04165302 0.03646456 0.03646456 0.02508555 0.01785710 0.00672394 0.00537737 0.00532860 0.00439560 0.00435414 0.00425713 0.00411822 0.00409522 0.00409522 0.00399202 0.00395257 0.00365408 0.00323450 0.00320963 0.00286123 0.00238949 0.00224048 0.00216086 0.00212134 0.00204344 0.00198906 0.00191893 0.00191048 0.00184445 0.00181125 0.00178359 0.00172712 0.00169473 0.00167532 0.00166182 0.00166047 0.00165289 0.00159744 0.00158245 0.00152336 0.00151845 0.00149551 0.00148148 0.00143575 0.00140977 0.00140845 0.00137899 0.00128535 0.00128096 0.00123335 0.00116538 0.00113766 0.00113122 0.00112600 0.00111888 0.00106211 0.00102041 0.00101937	11.53996304364039	97.53536434471458
6.30.23.PLJUN28.R1__NA__NA__230905_WW__00X.tsv	[('Omicron', 0.9182841648232196), ('Other', 0.0037263099985345247)]	XBB.1.16.1 XBB.1.22.2 XBB.1.5.49 XBB.1.5.10 XBB.1.5.55 XBB.1.5.59 FL.2.5 FD.2 XBB.1.16.19 XBB.1.5.35 XBB.1.5.42 GJ.1 XBB.1.5.17 FL.15 FL.1.5 HZ.2 FU.1 XBB.1.42 XBB.1.5.80 FL.4 FL.2.4 XBB.1.42.1 FL.10 FL.4.8 XBB.1.5.66 FH.1 XBB.1.22.1 FY.5 JF.1 FL.6 XBB.1.5.76 XBB.1.5.78 FL.2.3 EG.1 XBB.1.16.7 XBB.1.16.6 FL.4.5 XBB.1.5.94 XCF EG.3 XBB.1.5.69 FY.6 GE.1.2 HH.1.1 XBB.1.5.31 GJ.1.1 FL.8 FL.24 FL.2.1 XBB.1.5.81 XBB.1.5.61 XBB.1.5.63 FL.9 FL.23 FY.4 HB.1 HU.1.1 GW.1.1 HR.1 FL.22 FL.18.1.1 XBB.1.16.16 FU.5 XBB.1.5.52 XBB.1.27 FY.2.1 XBB.1.5.105 HT.1 XBB.1.5.11 HG.2 HE.1 XBB.1.45.1 XBB.1.5.88 XBB.2.3.7 FP.2.1.1 XBW EG.7 XBB.1.5.19 EG.4.2 FL.4.6 FU.4 XBB.1.5.18	0.08841404 0.08099367 0.07905085 0.05359683 0.04677036 0.04204666 0.04145566 0.03868384 0.03672800 0.03499076 0.03339520 0.02787840 0.02433504 0.02377527 0.02064430 0.01844970 0.01571230 0.01498366 0.01472680 0.01295129 0.01189552 0.01165233 0.01046370 0.01038436 0.00706695 0.00695326 0.00576035 0.00518961 0.00431911 0.00430207 0.00424567 0.00397638 0.00383255 0.00352560 0.00342075 0.00306830 0.00290065 0.00284149 0.00264053 0.00261469 0.00251678 0.00231187 0.00215931 0.00201342 0.00200918 0.00197239 0.00183692 0.00169448 0.00169014 0.00168431 0.00167168 0.00160031 0.00158557 0.00153941 0.00149337 0.00147149 0.00143678 0.00143335 0.00141917 0.00141509 0.00138504 0.00137985 0.00137143 0.00136612 0.00135257 0.00133853 0.00132599 0.00127421 0.00124737 0.00120773 0.00120096 0.00119170 0.00117433 0.00116450 0.00112490 0.00108578 0.00106919 0.00106308 0.00104895 0.00102705 0.00101061 0.00100908	12.636923230927593	97.03708657994181
6.28.23.PLJUN25.R2__NA__NA__230905_WW__00X.tsv	[('Omicron', 0.9162778101934853)]	XBB.1.16 XBB.1.5.10 XBB.2.4 EG.5 XBB.1.9.1 FL.7 XBB.2.3.12 XBB.1.42.1 XBB.1.5.28 XBB.2.3.11 HN.1 EG.5.1.6 GJ.1 FL.2.5 XBB.1.5.39 FT.3 FT.3.1 FL.2.4 XBB.1.5.26 HP.1.1 FL.4.8 FL.1 XBB.1.27 FY.2.1 XBB.1.5.80 FE.1.1.4 FL.24 FL.6 XBB.1.5.31 FL.2 XBB.1.5.97 XBB.1.5.76 FL.27 XBB.1.5.94 XBB.2.5 FL.1.5.2 XBB.2.9 FL.29 XBB.1.5.99 XBB.1.37 FL.22 XBB.1.5.35 FL.3.4 FY.3.2 HK.6 XBB.1.45.1 FL.18.1.1 FL.3.2 HH.2 GU.1 FL.2.3.1 FL.8 XBB.1.5.87 FL.1.5.1 XBB.1.8 XBB.1.24.3 FL.15 XBB.1.5.27 XBB.1.5.52 FL.9 GE.1.2 FL.2.2 HA.2 FL.11 FY.6 XBB.1.5.81 XBB.3.1 XBB.1.5.36 GJ.4 XBB.2.1 GW.1 FL.3.1 XBB.2.7 JJ.1 FY.3.1 GE.1.3 XBB.1.5.23 GS.3 FG.3 HT.1 FD.1.1 XBB.1.5.24 GN.3 XBB.1.12.1 XY FT.1 XBB.1.5.50 XBB.1.31.2 FY.4.1 XBB.7 GA.6.1 XBB.1.5.14 FL.2.1 XBB.2.6.1 XBB.1.34.1 XBB.2.11	0.14033944 0.10434420 0.04759663 0.04510709 0.03639765 0.03639765 0.03578574 0.03410878 0.03243297 0.02906106 0.02863520 0.02427637 0.02319956 0.02272730 0.01721780 0.01721780 0.01667310 0.01460814 0.01259547 0.01217390 0.01056653 0.00850594 0.00830565 0.00823193 0.00726322 0.00666381 0.00495050 0.00432443 0.00421456 0.00410425 0.00402145 0.00395491 0.00357782 0.00329056 0.00286631 0.00283051 0.00279720 0.00265957 0.00258732 0.00253241 0.00250447 0.00239256 0.00235800 0.00222611 0.00219482 0.00219138 0.00218739 0.00217865 0.00212277 0.00211132 0.00206858 0.00205535 0.00205302 0.00204160 0.00203355 0.00201488 0.00190331 0.00187471 0.00177936 0.00167294 0.00164192 0.00161987 0.00159830 0.00158479 0.00156007 0.00155575 0.00151057 0.00143472 0.00140994 0.00138632 0.00135257 0.00133630 0.00133511 0.00131067 0.00125771 0.00124902 0.00123740 0.00123011 0.00118064 0.00117827 0.00117062 0.00116313 0.00113740 0.00111483 0.00111146 0.00108992 0.00107759 0.00106270 0.00106132 0.00103950 0.00103842 0.00103768 0.00103413 0.00102932 0.00102093 0.00100933	12.448504020539986	97.45844898505166
7.10.23.PLJUL04.R1__NA__NA__230905_WW__00X.tsv	[('Omicron', 0.9220736928547194), ('Other', 0.0039370100004688475)]	XBB.1.16.11 EG.5.1.4 FL.5 XBB.1.16.19 XBB.1.5.10 FL.2.1 FL.2.5 XBB.1.16.13 JA.1 XBB.1.16.1 XBB.1.42.1 EG.6 FH.1 FL.12 XBB.2.3.5 EG.2 HZ.1 XBB.1.16.6 XBB.1.5.6 XBB.1.16.18 FU.2 XBB.1.16.5 GU.1 JE.1 FL.13.3 XBB.2.3.14 EG.5 FL.3.4 EL.1 HP.1.1 XBB.1.16.7 JG.1 XBB.1.5.77 GB.1 FL.4.8 GN.1.1 XBB.1.5.73 XBB.1.16.14 XBB.1.5.9 EG.7 EG.5.1 JF.2 XBB.1.5.35 XBW XBB.1.16.16 HF.1.2 XBB.1.5.37 XBB.1.5.76 XBB.1.5.78 XBB.1.16.21 FL.6 EG.5.1.2 GV.1 GY.2 FL.29 XBB.1.16.23 FL.23 XBB.1.5.99 EG.5.2.3 FL.24 XBB.1.27 FL.13.3.1 XBB.1.5.32 GE.1.3 GY.8 EG.6.1 FL.3.2 GW.1.1 XBB.1.5.94 XBB.1.5.61 HT.1 FL.8 EG.5.2.1 FE.1.1.4 EG.1.3 FY.2.1 FP.2.1.1 HH.1.1 EG.9 HU.2 FL.4.10 HA.1 FL.22 GA.6.1 GN.3 GJ.1.1 XBB.1.24.3 FL.9 GB.2 FL.1.5.2 EK.2.1 FU.5 XBB.2.3.8 FL.5.1 EG.11 XBB.1.45.1 XBB.1.16.10 XBB.1.5.69 XBB.1.5.74	0.05654000 0.04432740 0.04246644 0.04183050 0.03774838 0.03674350 0.03085652 0.03038957 0.02983450 0.02852020 0.02820021 0.02805900 0.02471500 0.02398800 0.02229706 0.02172804 0.02092130 0.02039081 0.01914390 0.01877020 0.01778277 0.01744010 0.01658101 0.01570480 0.01511176 0.01491754 0.01341016 0.01224684 0.01092541 0.00980193 0.00895522 0.00718821 0.00691921 0.00659999 0.00595072 0.00594350 0.00566820 0.00543368 0.00540865 0.00518679 0.00478683 0.00445069 0.00425806 0.00393701 0.00393258 0.00357320 0.00337025 0.00335357 0.00308880 0.00294695 0.00288334 0.00271003 0.00265643 0.00227743 0.00226878 0.00216638 0.00198631 0.00188923 0.00180886 0.00179996 0.00169421 0.00168974 0.00168492 0.00160774 0.00160118 0.00159151 0.00157398 0.00151758 0.00149757 0.00149127 0.00148049 0.00145060 0.00143648 0.00143385 0.00139890 0.00136650 0.00135843 0.00130206 0.00130039 0.00127199 0.00126292 0.00125392 0.00123801 0.00123001 0.00120586 0.00118257 0.00116959 0.00116922 0.00115094 0.00112569 0.00111838 0.00110375 0.00108017 0.00105519 0.00104254 0.00103594 0.00102617 0.00101368 0.00100503	11.147324841784046	97.48185800755778
7.07.23.ENCJUN28.R1__NA__NA__230905_WW__00X.tsv	[('Omicron', 0.9506963553087363), ('Other', 0.0019696700001358403)]	XBB.1.16.20 XBB.1.16.1 XBB.1.5.48 XBB.1.5.94 XBB.1.9 GY.7 HZ.3 GV.1 EG.5.2.3 XBB.2.3 XBB.1.42.1 XBB.1.22 XBB.1.5.66 XBB.1.16.12 XBB.1.16.19 EG.5.1.2 XBB.1.5.76 XBB.1.5.78 EG.5.1.4 FL.8 XBB.1.16.7 XBB.1.16.6 XBB.1.5.61 FL.6 XBB.1.5.75 XBB.1.16.14 HA.2 FU.3 XBV XBB.1.5.103 HR.1 XBB.1.16.8 EG.5.2.1 HY.1 XBB.1.16.10 GB.2 XBB.1.5.27 JF.1 JJ.1 FU.5 HZ.2 XBB.1.25 EG.4.2 FT.3.1 FY.2.1 JD.1 HU.1.1 XBB.1.5.87 XBB.1.5.52 XBB.1.19.2 XBB.1.5.92 FP.2.1.1 HL.1 EG.1.7 XJ	0.12221500 0.11232794 0.10131030 0.09243628 0.08613633 0.06998253 0.06975660 0.04520170 0.04299657 0.03030360 0.02784936 0.02412341 0.01501812 0.01260986 0.01175446 0.00943396 0.00581395 0.00444392 0.00369029 0.00324124 0.00319489 0.00311704 0.00303797 0.00282646 0.00273785 0.00259502 0.00226552 0.00200401 0.00196967 0.00191571 0.00185071 0.00184502 0.00182548 0.00182149 0.00180505 0.00176056 0.00171038 0.00169396 0.00160714 0.00156705 0.00156593 0.00144665 0.00143678 0.00135563 0.00132306 0.00130634 0.00130548 0.00123839 0.00120773 0.00120654 0.00117233 0.00113960 0.00112170 0.00102722 0.00101626	10.058669977645982	81.19921078152694
