	summarized	lineages	abundances	resid	coverage
01.22.24.ENCJAN17.R2__NA__NA__240126_WW__00X.tsv	[('Omicron', 0.9240357805451263), ('Other', 0.006973073280148495)]	JN.1 JN.1.4 JN.1.1.1 HK.23.1 JG.3 JN.1.2 HK.20 JN.1.5 JN.1.12 XDP JD.1.1.5 JN.1.8 JD.1.2.2 BA.2.86.3 EG.2.4 XDG XDL JN.1.1.3 HK.3.12 JD.2 JJ.1 GJ.6 EG.5.1.9 XDK XBB.1.5.106 KJ.1 HV.1.2 FY.2.1	0.58654442 0.22125400 0.02798256 0.02249100 0.01690575 0.01297610 0.00502822 0.00475599 0.00311526 0.00296175 0.00289367 0.00264329 0.00215640 0.00200774 0.00163127 0.00145927 0.00144748 0.00130434 0.00129164 0.00125320 0.00123906 0.00116652 0.00111247 0.00110457 0.00108943 0.00107875 0.00106165 0.00105305	17.163981420269053	97.60559141223288
01.22.24.ENCJAN16.R2__NA__NA__240126_WW__00X.tsv	[('Omicron', 0.8623223203306659), ('Other', 0.07820252623823123)]	JN.1 JN.1.4 XDP BA.2.86.1 JN.1.7 EG.5.1.13 JN.1.1.2 EG.5.1.9 JN.1.2 JN.1.1.1 JN.1.5 HK.23 EG.5.1.4 HK.3.12 HK.11.1 EG.14 JD.1.1.6 JE.1.1.1 FY.2.1 JG.3 JG.3.3 EG.5.1.14 BA.2.86.3 KH.1 XDG HK.26.1 HK.3.9 BA.2.86.5 HK.29 XBB.1.34.1 XDK XBB.1.16.27 JN.2.1 EG.2.4 HU.1 JJ.1 JD.1.2.2	0.40568677 0.29660800 0.07571998 0.03297627 0.02267360 0.01649529 0.01370379 0.00951374 0.00863520 0.00818900 0.00583287 0.00556369 0.00301831 0.00289376 0.00272755 0.00256648 0.00207370 0.00180728 0.00165853 0.00154639 0.00154639 0.00150628 0.00143219 0.00139340 0.00133391 0.00127750 0.00121629 0.00120603 0.00118765 0.00115808 0.00114863 0.00110855 0.00106195 0.00102249 0.00102067 0.00101063 0.00100402	15.31538243667595	95.79975253319066
01.22.24.SBJAN16.R1__NA__NA__240126_WW__00X.tsv	[('Omicron', 0.9406574842268266), ('Other', 0.010351929642009107)]	JN.1 JN.1.4 JN.1.1.1 JN.1.3 JN.1.2 JF.1.1 BA.2.86.1 JF.1.1.2 XDK HK.3.1 JF.1 BA.2.86.4 JN.1.8.1 JN.1.5 JN.1.7 XBB.1.16.27 HK.13.1 XDM HK.3.12 HV.2 HK.33 KJ.1 HK.3.3 JN.5.1 JN.9 JN.2 FU.5 BA.2.86.3 JN.3.2.1	0.50356045 0.27714200 0.05673142 0.02448148 0.01229280 0.01227339 0.01040269 0.00974911 0.00874378 0.00388326 0.00362689 0.00313205 0.00275123 0.00223431 0.00221762 0.00191167 0.00165017 0.00160815 0.00155693 0.00136160 0.00125085 0.00116891 0.00111129 0.00107518 0.00105744 0.00101230 0.00101095 0.00100883 0.00100267	17.964259268201147	97.6992275022573
1.16.24.ENCJAN12.R2__NA__NA__240126_WW__00X.tsv	[('Omicron', 0.909350003020912), ('Other', 0.014070990778001712)]	JN.1.4 JN.1 HK.3.1 EG.5.1.6 EG.5 JN.1.2 JN.1.3 JN.1.1.1 HV.1.4 XCY XCP JD.1.1.6 JD.1.1.5 JN.1.8.1 JN.1.7 EG.5.2.3 FL.1.5.2 JN.1.1.3 EK.2.1 JD.1.1.1 HK.6 EG.5.1.9 JN.1.5 XDG EG.5.1.12 FL.11 KB.3 GE.1.2.1 XBB.1.16.27 XDK FL.4.4 XBB.1.27 FL.10.1 HV.1.7	0.36352100 0.32190537 0.08954404 0.02791212 0.02434773 0.01550790 0.00736275 0.00613466 0.00599700 0.00578856 0.00554263 0.00530666 0.00518345 0.00479478 0.00363788 0.00322904 0.00272694 0.00260078 0.00190245 0.00186775 0.00172117 0.00163933 0.00160643 0.00152915 0.00143472 0.00138028 0.00129299 0.00129085 0.00122877 0.00121065 0.00120769 0.00102599 0.00102290 0.00101660	20.360010106633673	98.06373942413805
1.16.24.SBJAN14.R2__NA__NA__240126_WW__00X.tsv	[('Omicron', 0.9323956929631285), ('Other', 0.0013752499572771558)]	JN.1 JN.1.4 JN.1.1.1 JN.1.2 EG.5.1.6 EG.5.1.4 BA.2.86.1 HK.11.1 BA.2.10.4 JG.3 FL.4.5 EG.5.2.4 JN.1.5 HV.1.7 BA.2.86.3 EG.5.1.8 FL.1.5 XDG EG.5.1.12 HV.2 JN.1.1.3 XL FL.13.4	0.54006621 0.18003200 0.08080934 0.03896700 0.02924299 0.02160843 0.01460828 0.00324379 0.00278196 0.00272529 0.00262621 0.00215885 0.00166541 0.00166308 0.00148303 0.00145745 0.00142158 0.00137525 0.00136687 0.00122058 0.00110926 0.00107759 0.00106047	17.702256276796806	98.66234157107982
1.16.24.PLJAN09.R2__NA__NA__240126_WW__00X.tsv	[('Omicron', 0.9128800100127148), ('Other', 0.02103773242212991)]	JN.1 JN.1.4 JN.1.2 JN.1.10 JN.1.1.1 JN.1.9 XDP EG.5.1.4 JG.1 EG.5.1.6 JN.1.7 JG.3 HV.1.1 JN.1.6 JN.2.1 JJ.1 JN.1.12 EG.5.1.9 HN.3.1 HK.3.2.2 HK.3.9 FL.19.1 JN.1.5 JN.1.8.1 EG.5.2.3 XDL BA.2.86.4 KK.1 HK.3.3 HK.3.12 XDG HV.2 XDK HK.22 XCT.1 HV.1.7 EG.5.2.2 JN.3.2.1 JR.1 JD.1.2.2 BA.2.86.5 HK.3.2.1 HV.1.9 XCN XCR JD.1.1.3 JG.3.1 XBB.1.16.27	0.34798535 0.33186500 0.03995570 0.03561508 0.02385845 0.01665380 0.01177078 0.01058997 0.00954562 0.00858992 0.00807152 0.00713770 0.00616747 0.00599845 0.00447269 0.00433418 0.00409277 0.00373832 0.00361838 0.00351617 0.00272940 0.00257412 0.00255520 0.00241692 0.00237961 0.00219516 0.00202303 0.00197658 0.00187559 0.00180832 0.00173852 0.00169834 0.00160500 0.00147524 0.00144011 0.00143963 0.00135931 0.00133411 0.00124783 0.00123709 0.00121904 0.00120930 0.00117096 0.00114416 0.00114400 0.00111542 0.00111532 0.00111307	17.571666086200203	98.4349396381634
01.22.24.PLJAN14.R1__NA__NA__240126_WW__00X.tsv	[('Omicron', 0.956490470979402)]	JN.1 JN.1.4 JN.1.1.3 HV.1.2 JN.1.2 JN.1.9 JN.1.1 JN.1.7 JN.1.8 KH.1 JN.1.3 JN.1.12 JN.1.5 EG.5.1.14 JN.3.2.1 HK.3.3 HK.23.1 HK.20 HK.11.1 HK.3.12 EG.5.2.3 KC.1 EG.2.4 HK.6 JN.2.3 EG.5.1.12 XBB.1.34.1 HV.1.7 JN.3.1 JN.3.2 JJ.1 KJ.1 BA.2.86.3 HK.13.1 JG.3.1 JB.1.1 XBB.1.16.27	0.47752846 0.33467700 0.01461830 0.01288420 0.01164210 0.01134937 0.00962150 0.00961025 0.00862079 0.00831947 0.00775696 0.00649351 0.00497694 0.00317783 0.00270964 0.00239578 0.00214362 0.00201519 0.00184704 0.00183463 0.00168780 0.00167910 0.00166528 0.00148100 0.00143909 0.00143636 0.00132100 0.00130651 0.00128020 0.00119300 0.00118439 0.00117756 0.00115260 0.00114902 0.00106326 0.00104144 0.00101028	14.570951273502274	96.64247734341036
1.16.24.ENCJAN08.R2__NA__NA__240126_WW__00X.tsv	[('Omicron', 0.9486395269197581), ('Other', 0.0035121915377169946)]	JN.1 KL.1 JN.1.4 HV.1.6 JN.1.11 JN.1.1.3 BA.2.86 JN.1.5 JN.1.7 JN.1.2 BA.2.86.4 JN.1.1.2 JD.1.1.6 JN.1.8.1 BA.2.86.3 JD.1.1.5 XDG JN.1.9 BA.2.86.5 KH.1 GW.1.1 EG.12 JB.1.1 HV.2 XCG XCT GJ.5.1	0.57884580 0.15873278 0.08423040 0.02758338 0.02745754 0.01792099 0.01590051 0.00451553 0.00433960 0.00398238 0.00380508 0.00380294 0.00222585 0.00221637 0.00184260 0.00181965 0.00138049 0.00136054 0.00124883 0.00124198 0.00123267 0.00115607 0.00108136 0.00108131 0.00107766 0.00105404 0.00101536	16.676396923145653	97.26783265893054
01.22.24.SBJAN18.R1__NA__NA__240126_WW__00X.tsv	[('Omicron', 0.9108235394228699), ('Other', 0.04505136287906333)]	JN.1 JN.1.4 XDK EG.5.1.6 JN.1.1 JN.1.2 KH.1 EG.5.1.10 JN.1.5 HK.6 GJ.6 BA.2.86.3 EG.5.1.12 HK.13.1 XBB.1.16.27 EG.5.1.9 GJ.1.2.5 HV.1.2 EG.2.4 XDG HV.1.5 HV.1.7 EG.11 HV.1.9	0.41990056 0.37818600 0.04392735 0.03499017 0.02514626 0.01445230 0.01385176 0.00440857 0.00214481 0.00186099 0.00169749 0.00150971 0.00150731 0.00123259 0.00117371 0.00117285 0.00116993 0.00113911 0.00112906 0.00112401 0.00107701 0.00104428 0.00102771 0.00100137	18.034976532276556	98.69243888573052
01.22.24.PLJAN15.R2__NA__NA__240126_WW__00X.tsv	[('Omicron', 0.9425236915255019), ('Other', 0.004359795476826885)]	JN.1 JN.1.4 JN.1.1.1 JN.1.2 JN.1.5 JJ.1 JN.8 JN.1.9 JN.5 JN.1.1.3 EG.5.2.3 JN.1.7 XDK JN.1.11.1 JG.1 XDG BA.2.86.3 BA.2.86.5 EG.5.1.10 JN.3.2.1 JN.3.1 XBB.8.2 JN.5.1 EG.11 EG.9.1 JN.9 XBB.1.16.27 GN.1.4	0.44807063 0.19681200 0.15846522 0.05111610 0.01629400 0.01323533 0.01143980 0.00932039 0.00750166 0.00442478 0.00398866 0.00251166 0.00249706 0.00235417 0.00229046 0.00186274 0.00164609 0.00141044 0.00135672 0.00130840 0.00127584 0.00117574 0.00114958 0.00113127 0.00108527 0.00106762 0.00105237 0.00103950	16.24927803428607	97.08724877102632
