	summarized	lineages	abundances	resid	coverage
11.08.23.PLNOV05.R1__NA__NA__231109_WW__00X.tsv	[('Omicron', 0.9056150510670772), ('Other', 0.029061294031069378)]	EG.5.1 HV.1 FL.1.5.1 HV.1.1 HK.12 XBB.1.16.19 HN.1 EG.6.1 JG.3 JD.1.1.1 FL.1.5 JN.2 XCP JD.1.1.3 FU.1 HK.13 XCZ GK.1.1 GK.3.1 XCY FU.2 HK.3.2 EG.6.1.1 HK.20 HK.16 HK.13.1 JD.2.1 BA.2.86.3 EG.5.1.9 EG.5.1.3 GK.3.2 XBB.1.16.23 XBB.1.9.7 HK.15 JG.3.1 GJ.1.2.4 JD.1.1.2 JF.1 HK.6 FL.11 XCR HK.3.4 GJ.1.2.6 FE.1.1.5 HK.3.3 FL.13.5 EG.5.1.11 KA.1 HK.3.5 XBB.1.34.1 EG.2.4 JM.2 XCK FL.1 EG.7 HV.1.2 HV.1.4 HK.7 XBB.1.16.15 GU.1 JG.1 XBB.1.24.3 JN.1 XBB.1.16.24 FY.2.1 EG.14 EG.6.1.2 XBB.1.45.1 HU.2 EG.12 GK.1.5 HK.14 HK.9	0.27400438 0.19827946 0.05242041 0.03968405 0.03568586 0.03446408 0.02498270 0.02064103 0.01961968 0.01537753 0.01217159 0.01169130 0.01104834 0.01083880 0.00880162 0.00807344 0.00745485 0.00705808 0.00704514 0.00660359 0.00644176 0.00620464 0.00589448 0.00576535 0.00543730 0.00435120 0.00430704 0.00410932 0.00408719 0.00380607 0.00369549 0.00339328 0.00335657 0.00327869 0.00316686 0.00289939 0.00256904 0.00243270 0.00241255 0.00240288 0.00234192 0.00197044 0.00189613 0.00180685 0.00179292 0.00173725 0.00172574 0.00167224 0.00166667 0.00165358 0.00162128 0.00161350 0.00161260 0.00159787 0.00156397 0.00152905 0.00152378 0.00151225 0.00147327 0.00132942 0.00131959 0.00125945 0.00122213 0.00121902 0.00121655 0.00121401 0.00120879 0.00117911 0.00114470 0.00103676 0.00103448 0.00101626 0.00100705	14.852559948377703	96.30806273618032
11.01.23.ENCOCT26.R2__NA__NA__231109_WW__00X.tsv	[('Omicron', 0.9029795735521972), ('Other', 0.036196233973692635)]	HK.19 HV.1.2 EG.5.1.4 XBB.1.9.2 JF.1 EG.5.1.6 FL.1 EG.5.1.9 XBB.1.16.7 JG.1 XDB XBB.1.16.12 EG.2 FL.20.1 FL.4 XBB.1.16.23 EG.5.1.7 HK.8 FL.23 XCY FL.4.8 XCZ FL.6 XBB.1.16.14 EG.6.1 FL.4.9 XDA XBB.1.16.9 FL.22 XBB.1.45.1 FL.8 XBB.1.16.10 XBB.1.5.23 XBB.1.16.21 FL.29 FL.13.5 XBB.1.27 HU.1 JN.1 FU.3.1 GA.6.1 FY.2 XBB.1.5.57 FP.2.1.1 HK.15 EG.4.2 FL.24 HK.13.1 FL.4.10 FL.33 FL.9 JD.1.1.3 HK.7 XBB.1.16.20 GA.5 EG.14 FL.2.3.1 FL.4.4 FL.33.1 FU.1.1 EG.2.4 XBB.1.24.3 FL.26 FL.31.1 XBB.1.37.1 AP.1 EG.9.1 HK.6 XBB.1.5.105 HK.9 EG.6.1.2 XBB.1.5.50 XBB.1.16.5 EU.1.1.3 HB.1 FU.5	0.15853289 0.13454431 0.11077608 0.06279763 0.05375176 0.04944090 0.04769435 0.04147949 0.03502482 0.02413217 0.01935240 0.01386879 0.01132896 0.01060070 0.01019230 0.00999092 0.00946372 0.00616664 0.00609886 0.00600424 0.00586661 0.00541472 0.00505051 0.00489639 0.00485917 0.00426439 0.00421348 0.00411523 0.00330033 0.00328638 0.00315310 0.00311769 0.00307130 0.00288184 0.00255265 0.00250075 0.00214133 0.00187120 0.00179533 0.00170973 0.00169851 0.00166365 0.00163954 0.00162833 0.00158479 0.00153644 0.00152985 0.00152193 0.00147449 0.00145754 0.00144976 0.00144928 0.00140864 0.00137049 0.00136982 0.00135065 0.00134789 0.00133779 0.00131852 0.00131234 0.00125418 0.00124425 0.00123533 0.00121566 0.00121212 0.00121139 0.00120627 0.00116077 0.00115741 0.00112465 0.00111654 0.00108483 0.00107434 0.00107028 0.00103119 0.00102229	15.364552359858527	97.6691301876066
11.08.23.ENCNOV07.R2__NA__NA__231109_WW__00X.tsv	[('Omicron', 0.9165136787148436), ('Other', 0.017318341000272464)]	HV.1.2 JF.1 HV.1.1 HV.1 FL.25 EG.5.1.6 FL.18 EG.5.1.4 FL.15.1 JJ.1 XCZ EG.5 JG.3 JN.1 HK.1.2 FL.23 EG.5.1.9 FL.1.5 FL.8 BA.2.86.1 FL.22 EG.7 EG.5.2.3 FL.33 XDA HK.20 FL.6 FL.23.1 HJ.1 FL.2.3.1 XBB.3.3 EG.11 FL.26 EG.5.2.1 HK.13.1 XBB.1.5.50 FZ.1 FL.13.5 EG.4.4 FL.27 FL.1.2 XCT FL.9 JN.3 XCP FL.12 XBB.1.5.105 HC.2 EL.1 HU.2 FL.20.1 EU.1.1.3	0.33137213 0.15889807 0.08246287 0.04852953 0.04459546 0.03763547 0.03353586 0.02694931 0.02486633 0.02419542 0.01230433 0.00883079 0.00847307 0.00713822 0.00682695 0.00627223 0.00444939 0.00434154 0.00349467 0.00326239 0.00303490 0.00286652 0.00277778 0.00266904 0.00263505 0.00257621 0.00235680 0.00219736 0.00212205 0.00211117 0.00205761 0.00192641 0.00183808 0.00183038 0.00178699 0.00171698 0.00140528 0.00134907 0.00133645 0.00131752 0.00128150 0.00121803 0.00117722 0.00117601 0.00116093 0.00110865 0.00109051 0.00108553 0.00107712 0.00107643 0.00103154 0.00100287	16.684698374208857	96.9534829281343
11.08.23.SBNOV05.R1__NA__NA__231109_WW__00X.tsv	[('Omicron', 0.9099112118485949), ('Other', 0.036579946095133105)]	EG.5.1.1 HK.12 HV.1 EG.5.1.4 HK.8 HK.19 HV.1.2 HK.16 HF.1.1 XCP XBB.1.9.2 JZ.1 HN.1 XCY EG.7 HK.15 FL.22 EG.8 FL.29 HK.7 EG.11 HK.6 FL.23.1 FL.11 HK.13.1 HK.14 EG.5.1.5 HN.3 EG.4.2 FL.24 FL.4.4	0.34259758 0.11400082 0.08953082 0.07007658 0.05434142 0.05330367 0.04498330 0.03444254 0.03174266 0.03096567 0.01754846 0.01515197 0.01394228 0.00561428 0.00497904 0.00338696 0.00200057 0.00191327 0.00188529 0.00173792 0.00163428 0.00125063 0.00112312 0.00110375 0.00108193 0.00107556 0.00102416 0.00102311 0.00101750 0.00101035 0.00100167	13.908461310253518	97.43838410861787
11.01.23.PLOCT29.R2__NA__NA__231109_WW__00X.tsv	[('Omicron', 0.8785902017424568), ('Other', 0.046958169121723764)]	HV.1.2 EG.5.1.1 HK.19 HV.1 EG.5.1.4 EG.6 FL.1.2 JF.1 HK.8 FU.1 XDB GK.1.1 HK.13 XBB.1.5.35 JG.3 HN.4 XCZ EG.5.1.7 EG.5.1.5 XBB.1.16.15 JN.1 XBB.1.5.70 HK.7 FL.23.1 XBB.1.9.2 HK.15 JM.2 GK.1.1.1 HK.20.1 GK.1.7 JD.2 EG.5.1.2 XBW HV.1.4 XCY GK.1.8 HU.1 JN.2 EG.7 JS.2 EG.5.1.6 EG.5.1.9 XDA GK.4 HK.3.5 HK.6 GJ.1.2.4 JG.1 FL.8 GJ.5.1 EG.5.2.1 GK.7 FL.22 HK.16 XCP XBB.3.1 XBB.1.5.33 GK.1.2.1 FY.2.1 HK.13.2 HK.13.1 HR.1 XBB.1.5.105 FL.9 JJ.1 GK.6 GU.1 EG.14 HK.9 FT.3.1 EK.2 FL.29 EU.1.1.3 EG.4.4 XBB.1.5.38 EG.2.4 EK.3 HZ.2 XBB.8.1 XBB.1.5.50 GA.7.1 GJ.4 FL.4.4 XCR FL.13.2.1 HT.1 HJ.1 XBB.3.2 HG.3 HF.1.1 GB.2	0.15106600 0.12589459 0.07377989 0.06377411 0.03220979 0.03063513 0.02885782 0.02771259 0.02416670 0.02273633 0.02120740 0.02083116 0.01912298 0.01858434 0.01549208 0.01452030 0.01070820 0.01055410 0.01008170 0.00909423 0.00862101 0.00818688 0.00654671 0.00651466 0.00625604 0.00597213 0.00593927 0.00571874 0.00551326 0.00533944 0.00463477 0.00451467 0.00439560 0.00438051 0.00423712 0.00360231 0.00339424 0.00313123 0.00312260 0.00307857 0.00300353 0.00300300 0.00298635 0.00274725 0.00274223 0.00269674 0.00269600 0.00263972 0.00258693 0.00252493 0.00245566 0.00241327 0.00236407 0.00234192 0.00231362 0.00221864 0.00213781 0.00209864 0.00205233 0.00201207 0.00193225 0.00182815 0.00180130 0.00179313 0.00171679 0.00161447 0.00150631 0.00148289 0.00147275 0.00145773 0.00143431 0.00143055 0.00140647 0.00133200 0.00130841 0.00127660 0.00125313 0.00123185 0.00119311 0.00117174 0.00114752 0.00112824 0.00112022 0.00110988 0.00109890 0.00109312 0.00101069 0.00101037 0.00101027 0.00100654 0.00100477	16.481566240839054	97.92662943517372
11.08.23.SBNOV02.R1__NA__NA__231109_WW__00X.tsv	[('Omicron', 0.8839514703393107), ('Other', 0.05314379454656781)]	EG.5.1.6 GN.1.1 HV.1.2 EG.5.1.8 EG.5.1 XDC XBB.1.5.10 FL.26 FL.1.5.2 HK.3.1 HK.8 HK.19 XCY JD.1.1 EG.6.1 HK.13 XCP XBB.1.5.23 EG.5.1.2 XCZ EG.5.1.7 HV.1.1 FL.6 HK.15 XBB.1.7 HK.3.6 FL.22 HK.16 EG.5.1.9 XBB.1.37.1 FL.8 FL.32.1 XCR JZ.1 EG.11 XBB.1.36 FL.18 FL.13.5 HK.13.1 HK.6 FL.1.3 EG.4.2 XCV XBB.1.5.57 FL.33 GW.2 EK.2 XBB.1.15.1 FL.24 XBB.1.45.1 HB.1 FL.4.4 HK.11 XBB.1.18.1 FL.4.6 XBB.1.9.7 EG.9.1 FL.30 FL.2.3.1 HK.14 XBB.1.43.1	0.32812772 0.12026364 0.11848039 0.06575936 0.03772336 0.02325942 0.01832962 0.01827410 0.01719281 0.01589390 0.01402274 0.01347435 0.01246307 0.01148643 0.01134236 0.00988669 0.00959745 0.00548328 0.00505051 0.00441324 0.00406504 0.00400069 0.00394128 0.00388727 0.00342646 0.00285714 0.00263505 0.00241744 0.00239464 0.00230415 0.00224390 0.00221846 0.00198225 0.00197628 0.00191327 0.00188620 0.00174064 0.00164939 0.00162002 0.00154655 0.00152207 0.00149198 0.00142837 0.00140621 0.00136737 0.00135349 0.00132210 0.00131625 0.00129512 0.00125831 0.00123457 0.00118655 0.00114155 0.00113367 0.00112622 0.00110988 0.00106746 0.00104058 0.00102775 0.00102459 0.00101061	13.580168916451798	97.13072266996622
11.01.23.SBOCT26.R1__NA__NA__231109_WW__00X.tsv	[('Omicron', 0.9126619793781898), ('Other', 0.006531759997755427), ('A', 0.0010077300273154952)]	GK.1.1 GK.1 JF.1 XBB.1.16.19 HV.1 HV.1.2 EG.5.1.4 EG.5.1.7 XBB.1.5.73 XBB.1.5.100 XCZ FL.22 XBB.1.16.10 EG.5.1.9 GK.1.1.1 XBB.1.5.35 GK.1.3 FU.5 XBB.1.37.1 XBB.1.45.1 FU.1.1 FU.1.1.1 EG.5.2.3 FL.24 GK.7 GK.1.7 GN.3 EK.3 HK.13.1 XBB.1.5.31 EG.5.1.10 XBB.1.5.94 XBB.1.16.13 HD.1 FL.4.4 EG.11 GK.6 XBB.1.16.24 XBB.1.5.93 XBB.1.12 GK.1.5 EG.9.1 HK.13.2 FL.5.1 XBB.1.5.34 EG.5.2.1 HT.1 JD.2.1 XBB.1.5.105 EG.1.7 HZ.2 FL.29 XR FP.1 XBB.1.5.26 EG.2.5 HP.1 GK.1.6 XBB.1.5.106 A.2.5.3 JM.1	0.62555689 0.03837036 0.03523576 0.03011060 0.02832046 0.02557650 0.01852723 0.01109060 0.00705422 0.00681057 0.00653176 0.00518583 0.00361141 0.00304035 0.00301035 0.00289406 0.00249688 0.00239255 0.00235156 0.00233645 0.00230627 0.00230627 0.00226040 0.00223314 0.00218182 0.00207701 0.00183229 0.00178253 0.00173540 0.00169801 0.00168599 0.00160275 0.00159131 0.00158604 0.00157355 0.00153296 0.00145613 0.00143266 0.00139015 0.00133630 0.00132223 0.00127877 0.00127065 0.00126529 0.00124146 0.00121315 0.00118624 0.00117841 0.00117572 0.00115562 0.00114286 0.00113907 0.00111181 0.00110538 0.00109831 0.00109076 0.00106606 0.00102249 0.00101789 0.00100773 0.00100620	16.407225029352613	98.17744039059626
11.08.23.PLNOV06.R1__NA__NA__231109_WW__00X.tsv	[('Omicron', 0.9021144306959553), ('Other', 0.022260079874719778)]	HV.1 EG.5.1.1 EG.2 HV.1.2 EG.5.1.6 EG.5.1.4 FL.1.5.2 HK.19 EG.6.1 EG.5.1.7 EG.5.1.3 XBB.1.9.7 XDA XBB.1.5.14 XBB.1.16.19 HZ.1 JD.1.1.1 HN.1 HK.2 EG.7 JG.3 EG.5.1.9 XCP EG.4.5 JD.1.1 FU.1.1 HK.9 XBB.1.27 XBB.1.16.16 HF.1.1 XBB.1.5.73 HK.6 GK.3.2 JD.1 HK.13.1 HK.15 JN.1 XBB.1.5.31 GK.7 XBB.1.5.35 XBB.1.5.68 HS.1.1 XBB.1.5.63 GE.1.6 EG.5.1.11 FT.3.1 XBB.1.16.24 XBB.1.34.1 FL.31.1 GK.3.1 HK.7 HK.20 XBB.1.5.105 GK.1.2.1 EG.5.2.1 HK.16 EG.2.4 XCS BA.2.86.3 FL.13.5 GG.1 JG.1 XCR EG.14 GK.6 EG.9.1 EG.5.1.5 FU.5 GN.4 EG.11 EK.3 EG.1.8 HE.1 XAA GK.1.8 BW.1.1.1 GA.4.2 AP.1 JJ.1 HU.2 XBB.1.43.1 XBB.1.5.50	0.12674027 0.12396150 0.10043706 0.08912480 0.07608439 0.03972413 0.03899943 0.03497527 0.03136924 0.02108430 0.01614858 0.01305390 0.01253690 0.00940876 0.00938066 0.00835288 0.00727417 0.00649998 0.00636943 0.00625760 0.00583951 0.00579710 0.00566706 0.00564440 0.00533449 0.00483559 0.00445988 0.00436681 0.00431686 0.00416811 0.00371241 0.00342912 0.00318387 0.00315790 0.00300033 0.00298954 0.00288509 0.00277881 0.00261246 0.00250737 0.00239879 0.00236967 0.00236202 0.00229393 0.00226669 0.00226225 0.00213182 0.00211569 0.00205804 0.00204827 0.00202293 0.00192363 0.00190958 0.00187371 0.00186097 0.00175439 0.00169420 0.00166297 0.00163980 0.00158369 0.00142893 0.00140461 0.00134931 0.00130849 0.00130070 0.00127632 0.00127485 0.00115640 0.00114811 0.00114679 0.00113701 0.00112824 0.00112740 0.00111499 0.00111483 0.00110874 0.00104897 0.00104384 0.00102783 0.00101926 0.00100301 0.00100287	14.406446182117929	96.80634050095308
11.01.23.SBOCT31.R2__NA__NA__231109_WW__00X.tsv	[('Omicron', 0.9317146386005354), ('Other', 0.005458749990072397)]	EG.5.1.1 HV.1 HK.3 XBB.1.9.2 XBB.1.5.59 XBB.1.5.80 EG.5.1 EG.5.1.8 EG.5.1.7 EG.5.1.6 XBB.1.5.26 XCY JG.3 HK.6 EG.5.1.4 HK.13.1 HV.1.2 EG.5.2.3 FL.1.5.2 EG.8 XBB.1.5.10 KA.1 GK.1.7 XBB.1.34.1 XBB.1.5.57 HK.15 FY.2.1 XBB.1.5.35 FL.32.1 GK.6 EG.5.1.10 EG.11 JD.2 EG.9.1 JJ.1 XBB.1.5.31 GK.1.6 HA.1 EG.14 EG.5.1.11 FG.3 XCS XCF.1 EG.5.1.9 XBB.1.5.105 EG.4.2	0.56796747 0.12470389 0.07180652 0.05055945 0.01709205 0.01098460 0.00883966 0.00805112 0.00749625 0.00571523 0.00451340 0.00326645 0.00307490 0.00305771 0.00296864 0.00264375 0.00227208 0.00218818 0.00186800 0.00186047 0.00182815 0.00181026 0.00180967 0.00175953 0.00166912 0.00163733 0.00162824 0.00157678 0.00151899 0.00151458 0.00150561 0.00139850 0.00139133 0.00136807 0.00133655 0.00131666 0.00120524 0.00118483 0.00116664 0.00114025 0.00111439 0.00110416 0.00108814 0.00107066 0.00107038 0.00102951	14.903460625281786	98.62221181821222
11.01.23.ENCOCT27.R1__NA__NA__231109_WW__00X.tsv	[('Omicron', 0.9248930798670785), ('Other', 0.013912570651690534), ('A', 0.0017538700005050947)]	EG.5.1 EG.5.1.6 JG.3 HV.1.1 JF.1 EG.5.1.4 JN.1 JG.3.1 XBB.1.9.2 FL.20 EG.2 HV.1.4 HK.11 FL.32.1 HK.12 XCZ FL.15.1 HV.1 GK.1.6.1 HK.17 EG.7 FL.8 FL.1.5 FL.6 FL.1.5.1 FL.2.1 HN.5 FL.2.4 HV.1.2 EG.5.1.9 FL.29 HK.13.1 GK.1.1 FL.20.1 FL.2.3.1 FL.18.1.1 FL.9 HK.6 EG.11 XBB.1.10 A.2.4 JN.3 XBB.3.3 FL.10.3 XCV JN.2 HE.1 XCY XCK FL.24 FL.20.2 EG.5.2.1 JG.1 EG.5.1.11 FL.4.4 EG.4.4 EG.14 EK.3 GK.6 EG.12 GW.5.2	0.10589989 0.09458545 0.08882013 0.07507291 0.06131892 0.05383378 0.05031722 0.04761901 0.04688821 0.04165040 0.04113808 0.04104644 0.02372420 0.01801800 0.01605546 0.00940307 0.00900901 0.00866538 0.00819672 0.00762025 0.00616197 0.00408163 0.00397455 0.00396782 0.00392831 0.00351848 0.00344262 0.00338980 0.00330469 0.00329961 0.00312500 0.00309442 0.00306731 0.00290276 0.00264925 0.00214045 0.00207784 0.00203311 0.00184162 0.00176145 0.00175387 0.00174482 0.00173393 0.00169053 0.00168492 0.00165955 0.00155187 0.00152207 0.00130251 0.00127324 0.00118343 0.00113793 0.00112581 0.00111235 0.00110833 0.00110637 0.00108186 0.00105097 0.00104167 0.00103284 0.00101543	15.132048263051743	96.81637293916998
