	summarized	lineages	abundances	resid	coverage
02.12.24.ENCFEB06.R2__NA__NA__240223_WW__00X.tsv	[('Omicron', 0.967105854174975)]	JN.1 JN.1.4 JN.1.7 JN.1.1 JN.1.5 JN.1.1.2 JN.1.8.1 JN.1.14 JN.1.12 JN.1.11 JN.3.2.1 JN.1.22 EG.5.2.4 JN.1.19 JN.1.13.1 JN.1.4.2 JN.1.2.1 JN.1.3 JN.1.15 JN.1.1.4	0.42230843 0.30832828 0.13881000 0.01811823 0.01607426 0.01325525 0.01322821 0.01295682 0.00436681 0.00349923 0.00201444 0.00192061 0.00166508 0.00164411 0.00159426 0.00156385 0.00156250 0.00150036 0.00137410 0.00132102	11.732290986476647	97.30796241179814
02.20.24.PLFEB12.R1__NA__NA__240223_WW__00X.tsv	[('Omicron', 0.9676049300931853), ('Other', 0.0024407027915480106)]	JN.1 JN.1.4 JN.1.7 JN.1.9 JN.1.2 JN.1.8.1 JN.1.1.2 BA.2.86.1 JN.1.6 JN.1.5 KP.1 JN.1.21 JN.1.12 JN.1.1.3 JN.3.2.1 BA.2.86.3 JN.1.19 JN.1.15 XDG JN.7 JN.1.11.1 BA.2.86.5 JN.1.1.1 JN.1.2.1 JN.9 XCT	0.45508892 0.29733061 0.06639283 0.05738204 0.01620913 0.01176470 0.01173062 0.01164100 0.00817918 0.00552317 0.00507099 0.00240906 0.00238949 0.00225260 0.00190386 0.00184175 0.00152651 0.00146591 0.00136472 0.00133301 0.00132328 0.00127007 0.00121407 0.00119737 0.00116475 0.00107598	13.2082555624434	98.14065478380095
02.20.24.SBFEB15.R2__NA__NA__240223_WW__00X.tsv	[('Omicron', 0.9834707174367737)]	JN.1.4 JN.1 JN.1.16 JN.1.2 JN.1.11 JN.1.7 JN.1.1.1 JN.1.7.2 BA.2.86.1 JN.1.12 KP.1 JN.1.1 JN.1.8.1 JN.1.15 JN.2.5 JN.1.13.1 BA.2.86.3 JN.1.3 JN.1.22	0.41704338 0.33282919 0.10595444 0.03353406 0.02406209 0.01891435 0.01490902 0.00856005 0.00628681 0.00534759 0.00353249 0.00271873 0.00227939 0.00146133 0.00139537 0.00139276 0.00112803 0.00110541 0.00101626	12.394848169498493	97.18088486105073
02.12.24.ENCFEB09.R2__NA__NA__240223_WW__00X.tsv	[('Omicron', 0.9672596996894671), ('Other', 0.0012772030374001225)]	JN.1 JN.1.4 JN.1.7 JN.1.8.1 JN.1.4.3 JN.1.15 JG.3.4 BA.2.86.3 JN.1.9.1 JN.1.13.1 JN.1.4.2 JN.1.1 JN.1.19 JN.1.21 XCP XBB.1.5.105	0.85098777 0.07907967 0.00760745 0.00601422 0.00445380 0.00339055 0.00306748 0.00214187 0.00190127 0.00180505 0.00176109 0.00140563 0.00134605 0.00129534 0.00127720 0.00100247	12.936607258952517	96.8966324449052
02.20.24.SBFEB18.R2__NA__NA__240223_WW__00X.tsv	[('Omicron', 0.9769999884927999)]	JN.1.4.3 JN.1 JN.1.4 JN.1.8 JN.1.7 JN.1.8.1 JN.1.11 JN.1.22 BA.2.86.4 JN.1.1.3 BA.2.86.3 JN.1.12 JN.1.4.2 JN.1.15 BA.2.86.5	0.25269857 0.22856269 0.17400283 0.16824239 0.08255895 0.03114250 0.02084162 0.00661300 0.00349561 0.00211715 0.00185930 0.00147493 0.00123506 0.00113864 0.00101673	12.460797798945839	98.13731063772866
02.12.24.PLFEB07.R1__NA__NA__240223_WW__00X.tsv	[('Omicron', 0.9494639171578662), ('Other', 0.001091311693380688)]	JN.1.4 JN.1.16 JN.1.8.1 JN.1.1.1 JN.1.6 JN.1.4.3 JN.1.7 JN.10 JN.1.2.1 JN.1.19 KN.1.1 XDG KC.1	0.44642352 0.25163961 0.08105130 0.07484345 0.04165052 0.03066603 0.01576800 0.00267094 0.00135095 0.00122572 0.00113693 0.00109131 0.00103695	15.232771227902228	98.69912717787513
02.20.24.ENCFEB19.R2__NA__NA__240223_WW__00X.tsv	[('Omicron', 0.9865415877176267)]	JN.1 JN.1.4 JN.1.4.3 JN.1.7 JN.1.14 JN.1.6 JN.1.1 BA.2.86 JN.1.9.1 BA.2.86.4 JN.3.2 BA.2.86.3 JN.1.8.1 JN.9 JN.1.3 JN.1.4.2 BA.2.86.5 JN.1.15 JN.5.1 JN.1.19 JN.1.1.1	0.35335777 0.20200716 0.15617951 0.08756060 0.05086710 0.04717808 0.03136156 0.02020674 0.01616522 0.00367830 0.00279330 0.00200706 0.00196773 0.00180808 0.00163443 0.00149936 0.00144788 0.00135793 0.00119085 0.00118259 0.00109034	14.214619494534167	96.237835668662
02.12.24.PLFEB05.R2__NA__NA__240223_WW__00X.tsv	[('Omicron', 0.9516576717676244), ('Other', 0.0026433852832979227)]	JN.1 JN.1.4 JN.1.5 JN.1.16 JN.1.4.3 JN.1.22 JN.1.7.1 JN.1.7 JN.1.4.2 JN.1.3 JN.1.8.1 JN.1.6 JN.1.1.2 JN.1.15 JN.1.2 JN.1.21 JN.1.12 XBB.1.16.27 XDL HK.26.1 JN.3.2.1 HK.25 HK.3.12 XBB.1.16.24 HK.22 JJ.1 XCT FL.39.1	0.44130121 0.24947516 0.05981450 0.03456031 0.02557098 0.02427317 0.01857757 0.01614673 0.01289757 0.01065648 0.00983680 0.00951682 0.00913242 0.00592534 0.00527610 0.00458816 0.00252525 0.00172913 0.00157208 0.00153387 0.00133642 0.00127879 0.00122360 0.00119577 0.00119379 0.00108823 0.00107131 0.00100351	16.396057970929196	97.78951944620941
02.12.24.PLFEB06.R1__NA__NA__240223_WW__00X.tsv	[('Omicron', 0.9694964669702634), ('Other', 0.001287619999312833)]	JN.1 JN.1.4 JN.1.8.1 JN.8 JN.1.7 JN.1.3 JN.1.15 JN.1.4.2 JN.1.1.1 JN.1.9 JN.1.20 JN.1.1.5 JN.1.17 JN.5 JN.1.12 JN.1.22 JN.7 BA.2.86.4 JN.1.19 XBB.1.16.27 JN.1.5 XDG BA.2.86.3 JN.5.1 JN.3.2.1 JN.1.1.3	0.42598490 0.38218862 0.03513610 0.02328602 0.01751470 0.01041036 0.00918472 0.00883344 0.00733046 0.00688637 0.00677274 0.00626539 0.00577701 0.00498216 0.00322581 0.00213480 0.00204750 0.00172389 0.00172018 0.00165063 0.00160407 0.00128762 0.00124688 0.00122812 0.00119474 0.00116686	14.918868508757921	97.61896799652209
02.20.24.PLFEB13.R2__NA__NA__240223_WW__00X.tsv	[('Omicron', 0.9734558490857121)]	JN.1.16 JN.1.4.3 JN.1 JN.1.8.1 JN.1.7 JN.1.6 JN.1.22 JN.1.1.1 JN.1.7.2 JN.1.15 KP.1 JN.12 JN.5 JN.1.9.1 JN.1.13.1 BA.2.86.3 JN.1.12 BA.2.86.5 JN.9 JN.8 JN.1.19 KC.1 JN.3.1 JN.3.2.1 JD.1.2.2 JN.5.1	0.41033229 0.29063084 0.08881229 0.04476440 0.03002069 0.02592719 0.02552120 0.00961538 0.00902151 0.00713887 0.00611147 0.00260417 0.00242892 0.00226429 0.00225479 0.00206998 0.00185300 0.00159727 0.00156486 0.00143535 0.00137996 0.00136032 0.00131945 0.00118378 0.00112994 0.00111363	12.707295755879022	98.08046015449955
02.12.24.SBFEB08.R1__NA__NA__240223_WW__00X.tsv	[('Omicron', 0.9822967892475897)]	JN.1.7 JN.1.4 JN.1.5 JN.1.2 JN.1.22 JN.1.3 JN.1.1.3 JN.1.15 JN.3.2.1 JN.1.13.1 JN.1.12	0.84600000 0.10333615 0.01030330 0.00666494 0.00418605 0.00408962 0.00189466 0.00179384 0.00154024 0.00131656 0.00117142	11.366599959195387	98.85295789720095
02.20.24.PLFEB14.R2__NA__NA__240223_WW__00X.tsv	[('Omicron', 0.9661174963524299), ('Other', 0.0014890499976627013)]	JN.1 JN.1.4 JN.1.4.3 JN.1.7 JN.1.11.1 JN.1.6 JN.1.18 JN.1.2 JN.1.1.1 KQ.1 JN.1.5 JN.1.1.5 JN.5 JN.1.6.1 KP.1 JN.1.9.1 JN.1.12 JN.1.15 JN.1.19 JN.9 XDG JN.1.8.1 JG.3.4 JN.1.1.3 JN.1.21 JN.1.1.2 JN.1.13.1 JN.1.22	0.48886110 0.32701591 0.02489144 0.02269324 0.01218163 0.01034799 0.00952007 0.00920536 0.00839765 0.00698556 0.00663859 0.00540675 0.00504865 0.00500971 0.00372787 0.00369996 0.00260643 0.00233900 0.00172163 0.00150676 0.00148905 0.00140121 0.00126126 0.00123933 0.00117130 0.00115725 0.00105746 0.00102438	15.772312384310643	98.85964618934555
02.20.24.ENCFEB13.R1__NA__NA__240223_WW__00X.tsv	[('Omicron', 0.9510121258496433), ('Other', 0.005956133906291518)]	JN.1.4 JN.1 JN.1.16 JN.1.8.1 JN.1.1.4 JN.1.21 JN.10 JN.1.7 EG.5.1.6 EG.5.1.4 JN.1.15 JN.1.5 HV.1.1 BA.2.86.4 JN.1.4.2 HV.1.5 XCY JN.1.19 EG.7 XDG JN.11 HV.1.7 JN.3.2 JN.1.20 JN.1.13.1 GE.1.2.1 HV.1.11 XCZ XAA HV.2 JB.1.1 EG.2.5 JJ.1 JG.1 EG.14	0.53404419 0.10083010 0.05652529 0.05017392 0.03624945 0.02955080 0.02388500 0.02170272 0.01811101 0.01753845 0.01167884 0.00847274 0.00740527 0.00439319 0.00404481 0.00358744 0.00293333 0.00245270 0.00240190 0.00176177 0.00167645 0.00163132 0.00153651 0.00136401 0.00133369 0.00132714 0.00131303 0.00126103 0.00121437 0.00118906 0.00112867 0.00112819 0.00108841 0.00103186 0.00100160	16.04641867523047	95.58907133063572
02.12.24.PLFEB04.R2__NA__NA__240223_WW__00X.tsv	[('Omicron', 0.9649191576594867), ('Other', 0.0010249399985403987)]	JN.1.4 JN.1 JN.1.18 JN.1.22 JN.1.14 JN.1.8.1 JN.1.2 JN.1.5 JN.1.6 JN.1.6.1 JN.1.1.2 JN.1.7 JN.1.7.1 JN.1.9.1 JN.1.4.3 KQ.1 JN.1.20 JN.1.1.4 JN.1.3 JN.1.9 JN.1.11.1 JN.1.1.5 BA.2.86.3 KP.1 JN.1.1.1 JN.1.13.1 HV.1.7 JN.1.15 KC.1 JN.1.11 JB.1.1 EG.5.2.4 JN.3.1 HK.3.12 HK.3.13 XDL	0.31898066 0.19236572 0.19236572 0.02667650 0.02374707 0.02196750 0.01821836 0.01642570 0.01539521 0.01539521 0.01501905 0.01392415 0.01392415 0.01024754 0.00986596 0.00986596 0.00692182 0.00661865 0.00547654 0.00304966 0.00303825 0.00303373 0.00279705 0.00257898 0.00233747 0.00189793 0.00187472 0.00183849 0.00159255 0.00143435 0.00140126 0.00133734 0.00114221 0.00111330 0.00105042 0.00102494	13.679372700006297	96.69598368056717
02.12.24.SBFEB06.R1__NA__NA__240223_WW__00X.tsv	[('Omicron', 0.9792263959456466)]	JN.1 JN.1.4 JN.1.4.3 JN.1.8.1 JN.1.12 JN.1.1 JN.1.5 JN.8 JN.1.1.1 JN.2 JN.9 JN.1.2 BA.2.86.3 JN.1.19 KP.1 JN.1.4.2 JN.1.15 JN.5.1 JN.1.3 JN.1.11 JN.1.2.1 JN.3.2 BA.2.86.5 JN.5 JN.1.7	0.68740971 0.21910924 0.01029528 0.00894164 0.00877193 0.00574563 0.00513469 0.00478693 0.00393747 0.00214857 0.00210279 0.00203492 0.00197244 0.00185841 0.00169205 0.00165884 0.00155205 0.00141637 0.00141611 0.00137750 0.00128884 0.00128407 0.00116032 0.00106821 0.00106238	15.08622361401499	98.63893254857372
02.20.24.PLFEB11.R1__NA__NA__240223_WW__00X.tsv	[('Omicron', 0.9828029516766067)]	JN.1.4 JN.1 JN.1.8.1 JN.1.4.3 JN.1.7 JN.1.3 JN.10 JN.1.2 JN.1.22 JN.1.13 JN.1.1.1 JN.1.1.2 JN.1.19 JN.1.12 JN.5.1 JN.9 JN.1.2.1 JN.1.4.2 JN.1.15 JN.5	0.59038694 0.18383381 0.05257140 0.03601241 0.03536280 0.02250220 0.01377729 0.01023610 0.00958466 0.00660066 0.00326797 0.00299401 0.00265076 0.00257069 0.00246261 0.00197442 0.00187970 0.00155159 0.00154802 0.00103491	10.908470591279363	96.58897100625356
